연령대,남성방문 비율,여성방문 비율
70세 이상,2.8,1.3
60~69세,8.8,6.5
50~59세,12.6,12.8
40~49세,12.2,13.0
30~39세,6.1,8.6
20~29세,3.6,5.4
10~19세,1.9,3.5
