연령대,남성방문 비율,여성방문 비율
70세 이상,1.8,1.6
60~69세,5.3,5.6
50~59세,9.5,9.0
40~49세,8.5,8.4
30~39세,10.0,10.4
20~29세,10.1,12.9
10~19세,3.0,3.0
