연령대,남성방문 비율,여성방문 비율
70세 이상,2.8,2.7
60~69세,5.9,4.9
50~59세,6.4,7.2
40~49세,5.8,5.3
30~39세,8.1,8.5
20~29세,11.4,22.5
10~19세,2.6,5.5
