동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1691,10840,기타가족,엄마_이모_오빠,미식,라면_맛집_카페
270,621,연인,애인_남자친구_커플,레포츠/운동,당구장_캠핑_수영장
257,499,친구,친구_프렌드_남사친,문화예술,공장_노래방_갤러리
217,389,부모님,어머님_아빠_아부지,자연경관,항만_공원_정원
45,128,회사동료,대리_직원_차장,휴식/힐링,힐링_우정여행_나들이
41,118,학생,중딩_중학생_고딩,역사유적,기와집_다리_정자
39,37,자녀,아들_딸_청소년,반려동물,애견_반려동물_펫
36,13,배우자,신랑_와이프_주말부부,체험,수학여행
6,0,싱글,혼자_싱글,,
