유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경기도 남양주시 , 경기도 구리시,38.5,1
서울특별시 중랑구 , 경기도 구리시,9.2,1
서울특별시 광진구 , 경기도 구리시,5.7,1
서울특별시 노원구 , 경기도 구리시,5.3,1
서울특별시 강동구 , 경기도 구리시,4.9,1
경기도 하남시 , 경기도 구리시,4.1,1
서울특별시 송파구 , 경기도 구리시,3.7,1
서울특별시 강남구 , 경기도 구리시,2.6,1
경기도 의정부시 , 경기도 구리시,2.2,1
서울특별시 동대문구 , 경기도 구리시,1.9,1
서울특별시 성동구 , 경기도 구리시,1.8,1
서울특별시 성북구 , 경기도 구리시,1.6,1
경기도 포천시 , 경기도 구리시,1.2,1
서울특별시 도봉구 , 경기도 구리시,0.9,1
경기도 광주시 , 경기도 구리시,0.8,1
경기도 양주시 , 경기도 구리시,0.8,1
서울특별시 서초구 , 경기도 구리시,0.8,1
경기도 가평군 , 경기도 구리시,0.8,1
경기도 양평군 , 경기도 구리시,0.7,1
서울특별시 용산구 , 경기도 구리시,0.6,1
 경기도 구리시,경기도 남양주시,43.2,2
 경기도 구리시,경기도 하남시,7.1,2
 경기도 구리시,서울특별시 광진구,3.8,2
 경기도 구리시,서울특별시 송파구,3.8,2
 경기도 구리시,서울특별시 강남구,3.6,2
 경기도 구리시,서울특별시 중랑구,3.4,2
 경기도 구리시,서울특별시 강동구,2.7,2
 경기도 구리시,경기도 의정부시,2.2,2
 경기도 구리시,서울특별시 노원구,2.2,2
 경기도 구리시,경기도 포천시,2.0,2
 경기도 구리시,경기도 양평군,1.4,2
 경기도 구리시,경기도 가평군,1.3,2
 경기도 구리시,서울특별시 중구,1.2,2
 경기도 구리시,서울특별시 성동구,1.2,2
 경기도 구리시,서울특별시 동대문구,1.1,2
 경기도 구리시,경기도 양주시,1.1,2
 경기도 구리시,서울특별시 서초구,1.0,2
 경기도 구리시,경기도 고양시 덕양구,1.0,2
 경기도 구리시,경기도 광주시,0.9,2
 경기도 구리시,강원도 춘천시,0.8,2
