연령대,남성방문 비율,여성방문 비율
70세 이상,3.9,5.3
60~69세,17.0,11.2
50~59세,10.7,7.8
40~49세,6.0,3.7
30~39세,5.1,2.8
20~29세,19.3,2.4
10~19세,3.7,0.7
