동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
795,7310,기타가족,가족_장인_장모,미식,막국수_맛집_맥주
659,1253,배우자,신랑_부인_아내,레포츠/운동,낚시_카약_스키
203,914,연인,남자친구_애인_커플,자연경관,정원_동산_동굴
102,667,회사동료,대리_사원_차장,휴식/힐링,나들이_피크닉_힐링여행
94,402,친구,친구_절친_룸메,문화예술,오락실_노래방_공연장
80,82,부모님,외할머니_장인어른_할아버지,역사유적,고택_관아_사찰
71,69,자녀,아들_자녀_큰아들,반려동물,반려동물_유기견_유기묘
21,25,학생,대학생_초등학생_고딩,체험,보트체험_동굴체험_카약체험
3,0,싱글,혼자_싱글,,
