연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,2.0
60~69세,6.5,5.0
50~59세,10.2,7.0
40~49세,10.6,8.6
30~39세,13.0,10.2
20~29세,10.0,7.5
10~19세,2.6,2.2
