연령대,남성방문 비율,여성방문 비율
70세 이상,2.4,2.2
60~69세,10.5,11.7
50~59세,12.9,14.0
40~49세,8.1,9.4
30~39세,5.4,6.0
20~29세,5.2,6.2
10~19세,2.1,2.4
