순위,관광지명,주소,분류,현지인 검색 수
1,신선대부두,부산 남구,자연경관(하천/해양),20027
2,백운포체육공원,부산 남구 백운포로 34-0,도시공원,8913
3,W스퀘어,부산 남구 분포로 145-0,쇼핑몰,8519
4,감만부두,부산 남구,자연경관(하천/해양),6883
5,BIFC몰,부산 남구 문현금융로 40-0,쇼핑몰,3986
6,이기대수변공원,부산 남구 이기대공원로 105-20,도시공원,3659
7,아바니센트럴호텔부산,부산 남구 전포대로 133-0,호텔,3621
8,부산해군회관,부산 남구 이기대공원로 401-0,호텔,3029
9,UN기념공원,부산 남구,도시공원,2893
10,못골시장,부산 남구 못골로 66-1,시장,2549
11,평화공원,부산 남구,도시공원,2522
12,황령산전망대,부산 남구 못골로 15-0,랜드마크관광,2363
13,감만시민공원,부산 남구,도시공원,2351
14,IFC부산몰,부산 남구 전포대로 133-0,쇼핑몰,2090
15,CGV대연,부산 남구 수영로 305-0,공연시설,1721
16,오륙도스카이워크,부산 남구 오륙도로 137-0,랜드마크관광,1713
17,부산박물관,부산 남구 유엔평화로 63-0,전시시설,1612
18,드림씨어터,부산 남구 전포대로 133-0,공연시설,1552
19,부산항제7부두,부산 남구,자연경관(하천/해양),1535
20,남구실내빙상장,부산 남구 백운포로 106-0,육상레저스포츠,1400
21,동명불원,부산 남구 동명로 57-0,종교성지,1326
22,엘지메트로시티,부산 남구 분포로 111-0,기타쇼핑시설,1244
23,부산항제8부두,부산 남구,자연경관(하천/해양),1234
24,용호시장,부산 남구 동명로152번길 93-0,시장,1184
25,남광시장,부산 남구 홍곡로 359-0,시장,1159
26,부산문화회관대극장,부산 남구 유엔평화로76번길 1-0,공연시설,1054
27,GS하이츠자이상가,부산 남구 신선로 566-0,기타쇼핑시설,962
28,캐니언파크부산,부산 남구 전포대로 133-0,테마공원,924
29,감만시민부두,부산 남구,자연경관(하천/해양),922
30,오륙도,부산 남구,자연경관(하천/해양),916
31,인각사,부산 남구 진남로 234-0,종교성지,839
32,우암동도시숲,부산 남구 동항로106번가길 6-6,도시공원,815
