동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
2400,7506,부모님,아버지_어머님_어머니,레포츠/운동,낚시_캠핑_태권도장
648,7370,연인,애인_커플_남자친구,미식,맛집_바나나_아메리카노
461,1004,친구,친구_동창,문화예술,노래방_서점_클럽
208,471,기타가족,엄마_패밀리_오빠,자연경관,공원_해양_바다
166,179,자녀,아들_딸_청소년,반려동물,애견_반려동물_길고양이
132,50,학생,고딩_중딩_초등학생,역사유적,다리_교회_한옥마을
88,19,회사동료,대리_동료_사원,휴식/힐링,테라피_신혼여행_즐길거리
14,8,배우자,신부_부인_신랑,체험,수학여행_시티투어
10,0,싱글,싱글_혼자,,
