순위,업소명,주소,분류,현지인 검색 수
1,맥도날드양산DT점,경남 양산시 남양산길 7-0,간이음식,8323
2,블랙업커피양산점,경남 양산시 물금역1길 11-0,카페/찻집,4551
3,느티나무의사랑카페,경남 양산시 여락송정로 270-2,카페/찻집,4414
4,스타벅스남양산IC DT점,경남 양산시 월리길 11-76,카페/찻집,4224
5,무타블랑,경남 양산시 수서로 164-10,카페/찻집,3869
6,소토,경남 양산시 충렬로 617-0,한식,3590
7,무이,경남 양산시 화산길 78-0,카페/찻집,3353
8,신비숲가든,경남 양산시 학산2길 9-23,외국식,3237
9,맥도날드양산북정DT점,경남 양산시 양산대로 925-0,간이음식,3189
10,스타벅스양산덕계DT점,경남 양산시 웅상대로 860-0,카페/찻집,2840
11,초밥정식당,경남 양산시 목화로 40-0,외국식,2726
12,버거킹양산물금DT점,경남 양산시 황산로 372-0,간이음식,2678
13,코지하우스양산점,경남 양산시 황산로 605-0,외국식,2591
14,트리폰즈,경남 양산시 충렬로 1346-0,카페/찻집,2456
15,왓더버거,경남 양산시 백호2길 17-10,간이음식,2268
16,샤브20양산북정점,경남 양산시 중앙로 285-0,외국식,2121
17,가음당,경남 양산시 월리길 7-0,외국식,2104
18,버거킹양산석산SK점,경남 양산시 양산대로 414-0,간이음식,2099
19,호포갈비호포점,경남 양산시 양산대로 115-0,한식,1975
20,스타벅스양산증산역점,경남 양산시 증산역로 177-0,카페/찻집,1953
21,스타벅스양산가촌점,경남 양산시 야리로 25-0,카페/찻집,1888
22,오봉해물칼국수,경남 양산시 동중4길 15-0,한식,1863
23,빡돈,경남 양산시 수서로 275-13,외국식,1826
24,다이닝숲,경남 양산시 충렬로 541-0,외국식,1751
25,초원참숯골증산점,경남 양산시 증산역로 180-0,한식,1700
26,해초물회전문점,경남 양산시 삼성3길 17-12,외국식,1658
27,하하보리밥,경남 양산시 버들3길 8-1,한식,1580
28,종정헌,경남 양산시 석산3길 12-0,한식,1566
29,언덕집북정점,경남 양산시 중앙로 278-0,한식,1499
30,도시정원,경남 양산시 삼호로 106-0,카페/찻집,1476
31,해양산국밥증산점,경남 양산시 증산역로 163-0,한식,1443
32,착한낙지양산점,경남 양산시 동중5길 23-0,외국식,1416
33,스타벅스양산범어점,경남 양산시 범어로 62-0,카페/찻집,1385
34,해양산국밥,경남 양산시 삼성6길 10-0,한식,1306
35,홍익돈까스양산점,경남 양산시 서들8길 35-0,외국식,1288
36,설야멱,경남 양산시 화합7길 9-0,한식,1279
37,카페궁리,경남 양산시 원동로 40-0,카페/찻집,1267
38,부바스양산증산점,경남 양산시 서들5길 20-1,카페/찻집,1247
39,하누마을방갈로,경남 양산시 충렬로 526-0,한식,1244
40,맥도날드웅상DT점,경남 양산시 웅상대로 1259-0,간이음식,1234
40,명륜진사갈비양산물금점,경남 양산시 가촌서8길 21-0,한식,1234
42,국밥과보쌈,경남 양산시 수서로 159-1,한식,1233
43,맥도날드양산덕계DT점,경남 양산시 웅상대로 910-0,간이음식,1223
43,채선당플러스양산물금점,경남 양산시 청운로 178-0,외국식,1223
45,부자왕돼지국밥,경남 양산시 가촌서2길 14-0,한식,1218
46,아미드포레,경남 양산시 삼리2길 37-0,카페/찻집,1217
47,위시본삼계탕,경남 양산시 학산1길 16-12,한식,1205
48,우리농원,경남 양산시 중앙로 300-0,한식,1188
49,아웃백스테이크하우스양산점,경남 양산시 중부로 2-0,외국식,1186
50,옵스양산점,경남 양산시 야리로 45-0,간이음식,1177
51,다담뜰한식뷔페양산점,경남 양산시 가촌로 171-0,외국식,1166
52,스시유메,경남 양산시 화합2길 25-0,외국식,1151
53,어드메,경남 양산시 오봉로 95-0,외국식,1150
54,백동소풍가는길,경남 양산시 백동길 123-0,한식,1112
55,가마등,경남 양산시 원동로 1123-0,카페/찻집,1086
56,겟인상북,경남 양산시 양산대로 1456-0,카페/찻집,1085
57,소소서원,경남 양산시 신주5길 4-13,카페/찻집,1080
58,배말칼국수김밥양산물금점,경남 양산시 버들2길 27-0,한식,1067
59,당구대통철판삼겹살,경남 양산시 양산대로 63-0,한식,1032
60,더도이종가집돼지국밥양산점,경남 양산시 새실2길 19-0,한식,1030
61,석천명동점,경남 양산시 덕명로 313-0,한식,1024
62,공린미방[중식],경남 양산시 새실로 159-0,외국식,1003
63,고메갈비,경남 양산시 호포로 64-0,한식,1000
64,라이온식당,경남 양산시 화산길 23-0,외국식,995
65,무라,경남 양산시 양산역9길 5-0,외국식,994
66,알천순대곱창전골양산점,경남 양산시 삼성5길 5-4,한식,987
67,대게만찬양산증산점,경남 양산시 메기로 190-0,외국식,969
68,로얄경양식&스테이크,경남 양산시 물금중앙길 17-0,외국식,968
69,오아시스,경남 양산시 증산역로 155-0,외국식,963
