유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
부산광역시 북구 , 경상남도 양산시,13.1,1
울산광역시 울주군 , 경상남도 양산시,10.0,1
부산광역시 기장군 , 경상남도 양산시,10.0,1
부산광역시 금정구 , 경상남도 양산시,8.7,1
경상남도 김해시 , 경상남도 양산시,8.4,1
부산광역시 해운대구 , 경상남도 양산시,6.7,1
부산광역시 부산진구 , 경상남도 양산시,4.2,1
부산광역시 동래구 , 경상남도 양산시,4.1,1
부산광역시 강서구 , 경상남도 양산시,3.6,1
부산광역시 사상구 , 경상남도 양산시,3.6,1
울산광역시 남구 , 경상남도 양산시,2.8,1
부산광역시 연제구 , 경상남도 양산시,2.7,1
부산광역시 남구 , 경상남도 양산시,2.2,1
부산광역시 수영구 , 경상남도 양산시,2.2,1
부산광역시 사하구 , 경상남도 양산시,2.0,1
경상남도 밀양시 , 경상남도 양산시,1.6,1
경상북도 경주시 , 경상남도 양산시,1.5,1
부산광역시 동구 , 경상남도 양산시,1.0,1
울산광역시 중구 , 경상남도 양산시,1.0,1
경상남도 창원시 성산구 , 경상남도 양산시,0.9,1
 경상남도 양산시,부산광역시 기장군,22.3,2
 경상남도 양산시,부산광역시 금정구,8.5,2
 경상남도 양산시,울산광역시 울주군,8.4,2
 경상남도 양산시,부산광역시 해운대구,7.5,2
 경상남도 양산시,경상남도 김해시,6.5,2
 경상남도 양산시,부산광역시 북구,5.2,2
 경상남도 양산시,울산광역시 남구,3.3,2
 경상남도 양산시,부산광역시 강서구,3.2,2
 경상남도 양산시,경상북도 경주시,3.2,2
 경상남도 양산시,부산광역시 동래구,3.0,2
 경상남도 양산시,부산광역시 부산진구,2.8,2
 경상남도 양산시,부산광역시 수영구,2.8,2
 경상남도 양산시,부산광역시 사상구,2.3,2
 경상남도 양산시,부산광역시 남구,1.8,2
 경상남도 양산시,경상남도 밀양시,1.7,2
 경상남도 양산시,부산광역시 연제구,1.5,2
 경상남도 양산시,부산광역시 사하구,1.4,2
 경상남도 양산시,울산광역시 중구,1.0,2
 경상남도 양산시,경상남도 창원시 진해구,0.9,2
 경상남도 양산시,경상남도 창원시 성산구,0.9,2
