연령대,남성방문 비율,여성방문 비율
70세 이상,2.9,4.0
60~69세,14.7,7.0
50~59세,19.0,13.2
40~49세,10.5,7.5
30~39세,5.9,4.9
20~29세,3.2,3.1
10~19세,1.6,1.6
