기준연월,지역명,검색량(건)
202108,부산광역시 영도구 ,2457
202109,부산광역시 영도구 ,1787
202110,부산광역시 영도구 ,2123
202111,부산광역시 영도구 ,3521
202112,부산광역시 영도구 ,478
202201,부산광역시 영도구 ,876
202202,부산광역시 영도구 ,331
202203,부산광역시 영도구 ,97
202204,부산광역시 영도구 ,80
202205,부산광역시 영도구 ,181
202206,부산광역시 영도구 ,180
202207,부산광역시 영도구 ,407
