순위,업소명,주소,분류,현지인 검색 수
1,모이핀,전남 여수시 무술목길 50-0,카페/찻집,4806
2,꽃돌게장1번가,전남 여수시 봉산2로 36-0,외국식,3406
3,여수명동게장,전남 여수시 봉산남4길 23-26,외국식,2719
4,프롬나드,전남 여수시 우두3길 98-0,카페/찻집,2672
5,바다김밥,전남 여수시 통제영5길 10-4,간이음식,2626
6,여수낭만포차거리,전남 여수시,기타음식,2471
7,맥도날드여수학동DT점,전남 여수시 망마로 9-0,간이음식,2309
8,청정게장촌,전남 여수시 봉산남4길 23-32,한식,2067
9,라피끄,전남 여수시 무술목길 142-1,카페/찻집,1853
10,한일관[한식],전남 여수시 봉산2로 32-0,한식,1788
11,나진국밥,전남 여수시 화양로 1391-0,한식,1786
12,여수당,전남 여수시 중앙로 72-0,간이음식,1783
13,카페마애 여수,전남 여수시 화백길 6-0,카페/찻집,1759
14,피읖카페,전남 여수시 돌산로 3292-6,카페/찻집,1656
15,라라브레드여수점,전남 여수시 웅천남5로 42-0,간이음식,1634
16,스타벅스여수둔덕DT점,전남 여수시 좌수영로 482-0,카페/찻집,1599
17,덕일감자국본점,전남 여수시 죽림중앙로 46-0,한식,1490
18,스타벅스여수해양공원점,전남 여수시 이순신광장로 192-0,카페/찻집,1320
19,스타벅스여수학동DT점,전남 여수시 도원로 271-0,카페/찻집,1298
20,스타벅스여수신월DT점,전남 여수시 신월로 567-0,카페/찻집,1253
21,싱싱게장마을,전남 여수시 문수6길 40-0,외국식,1222
22,원조두꺼비게장,전남 여수시 봉산남3길 12-0,외국식,1200
23,황소식당,전남 여수시 봉산남3길 2-0,외국식,1198
24,국동칼국수,전남 여수시 신월로 578-1,한식,1160
25,여수낭만포차거리,전남 여수시 하멜로 102-0,기타음식,1157
26,쿠우쿠우여수점,전남 여수시 예울마루로 37-26,외국식,1119
27,로타리식당,전남 여수시 서교3길 2-1,한식,1102
28,갑이농장,전남 여수시 의곡길 115-4,한식,1064
29,카페드몽돌,전남 여수시 계동로 552-0,카페/찻집,1031
30,스타벅스여수웅천점,전남 여수시 예울마루로 37-53,카페/찻집,992
30,청풍명월한우명가,전남 여수시 좌수영로 774-56,한식,992
32,문자네통장어,전남 여수시 웅천4길 12-7,외국식,944
33,웅천부일식당[일식],전남 여수시 웅남2길 12-2,외국식,919
34,포트타운카페,전남 여수시 웅천남4로 17-0,카페/찻집,902
35,정다운식당,전남 여수시 봉산남8길 7-0,한식,900
36,스타벅스여수여천점,전남 여수시 망마로 39-0,카페/찻집,881
37,나른,전남 여수시 죽림2길 27-3,카페/찻집,865
38,버거킹여수웅천점,전남 여수시 예울마루로 37-15,간이음식,855
39,로스티아,전남 여수시 돌산로 3116-0,카페/찻집,853
40,여진식당[한식],전남 여수시 학동5길 2-2,한식,846
41,이순신수제버거,전남 여수시 중앙로 73-0,간이음식,833
42,풀뿌리흙두부,전남 여수시 서부로 1474-0,한식,828
43,맛나게장,전남 여수시 신기남3길 22-4,한식,827
44,우리식당본점,전남 여수시 율촌로 113-0,한식,815
45,밀터해물칼국수,전남 여수시 소호로 253-0,한식,805
46,아모푸,전남 여수시 화서로 43-0,카페/찻집,784
47,바다식탁,전남 여수시 고소3길 43-0,외국식,760
48,NCNP,전남 여수시 망양로 201-0,카페/찻집,723
49,여수딸기모찌,전남 여수시 중앙로 70-0,간이음식,722
50,너랑,전남 여수시 굴개길 81-1,카페/찻집,718
51,동서식당,전남 여수시 장군산길 67-0,한식,694
52,순이네밥상,전남 여수시 동문로 5-0,한식,689
53,미가칼국수,전남 여수시 박람회길 23-10,한식,679
54,준스시,전남 여수시 성산로 92-1,외국식,674
54,투썸플레이스여수학동점,전남 여수시 선소로 19-0,카페/찻집,674
56,여수대표짬뽕[중식],전남 여수시 무선8길 17-0,외국식,669
57,소치자연횟집,전남 여수시 신덕1길 46-1,외국식,664
58,돌문어상회,전남 여수시 하멜로 78-0,외국식,662
59,여수밥상 갈치야,전남 여수시 향일암로 378-0,한식,656
60,선베드카페,전남 여수시 오천3길 69-0,카페/찻집,654
61,서울해장국,전남 여수시 통제영5길 11-0,한식,643
62,어나더키친여수점,전남 여수시 예울마루로 37-33,외국식,618
63,낭만카페,전남 여수시 고소5길 11-0,카페/찻집,612
64,강남집,전남 여수시 학동6길 1-0,한식,606
65,산해진미,전남 여수시 문수6길 21-1,외국식,596
66,진남횟집돌산본점,전남 여수시 강남로 46-0,외국식,589
67,지노한우본점,전남 여수시 시청서3길 25-2,한식,580
68,바다김밥돌산직영점,전남 여수시 강남해안로 155-0,간이음식,573
69,스타벅스여수여서점,전남 여수시 여문1로 49-0,카페/찻집,565
70,석정,전남 여수시 시청서5길 11-1,한식,560
71,세아네과일&카페,전남 여수시 강남9길 46-0,카페/찻집,556
72,상아식당,전남 여수시 어항단지로 21-0,외국식,548
73,카페US,전남 여수시 신월로 415-0,카페/찻집,543
74,청수당여수,전남 여수시 고소3길 49-0,카페/찻집,542
75,하늘천숯불갈비여천점,전남 여수시 시청서5길 22-0,한식,539
76,상무초밥여수점,전남 여수시 망마로 63-0,외국식,531
