동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
740,6280,기타가족,장모_시댁_가족,미식,막국수_맛집_차
303,2556,연인,애인_여친_여자친구,레포츠/운동,낚시_수영장_캠핑
166,1997,부모님,할머니_부모님_할아버지,자연경관,계곡_시골_해수욕장
123,535,회사동료,대리_부장_직원,휴식/힐링,불멍_힐링_나들이
110,335,친구,친구_지인_절친,문화예술,오락실_광장_카지노
109,325,자녀,아들_딸_아드님,반려동물,유기견_애견_반려견
80,78,배우자,신랑_남편_집사람,역사유적,한옥마을_한옥_다리
24,6,학생,고딩_대학생_중딩,체험,카누체험_알파카체험_승마체험
10,0,싱글,싱글_혼자,,
