동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
3141,15858,기타가족,오빠_언니_가족,미식,감자_라면_막국수
1055,11307,연인,남자친구_커플_여친,자연경관,계곡_바다_바닷가
251,5543,회사동료,대리_동료_회사동료,레포츠/운동,낚시_수영장_캠핑
250,580,친구,지인_친구_룸메,휴식/힐링,힐링_피크닉_신혼여행
129,344,부모님,할머니_어머님_아빠,문화예술,노래방_문화센터_영화관
73,145,배우자,와이프_신랑_집사람,반려동물,유기견_반려견_애견
32,69,자녀,아들_청소년_학생,역사유적,다리_사찰_정자
30,8,학생,대학생_초등학생_초딩,체험,서핑체험_수학여행
20,0,싱글,혼자_싱글,,
