동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
5,20,기타가족,가족_엄마,자연경관,바다_섬_항구,노화도
0,14,,,미식,전복_목살_문어,노화도
0,2,,,역사유적,다리,노화도
