동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
4,69,기타가족,가족_언니,미식,맛집_국수_떡볶이,주문도
3,14,친구,친구,자연경관,바다_갯벌_섬,주문도
0,4,,,역사유적,한옥_교회,주문도
