동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
473,3928,기타가족,오빠_누나_여동생,미식,맛집_바나나_카페
395,813,학생,고딩_고3_중딩,레포츠/운동,낚시_캠핑_캠핑여행
198,644,연인,애인_여친_커플,휴식/힐링,나들이_불멍_힐링
76,622,회사동료,대리_차장_임원,자연경관,정원_국립공원_공원
73,406,자녀,아들_큰아들_딸,문화예술,노래방_나이트_수족관
42,122,부모님,어머니_엄빠_아버님,반려동물,애견_유기견_길고양이
13,121,친구,친구_지인,역사유적,유네스코_정자_한옥마을
12,0,배우자,부인_아내_남편,,
9,0,싱글,혼자_싱글,,
