기준연월,지역명,검색량(건)
202108,전라북도 정읍시 ,627
202109,전라북도 정읍시 ,837
202110,전라북도 정읍시 ,1457
202111,전라북도 정읍시 ,2076
202112,전라북도 정읍시 ,163
202201,전라북도 정읍시 ,193
202202,전라북도 정읍시 ,121
202203,전라북도 정읍시 ,181
202204,전라북도 정읍시 ,195
202205,전라북도 정읍시 ,615
202206,전라북도 정읍시 ,879
202207,전라북도 정읍시 ,603
