순위,업소명,주소,분류,합산 검색 수
1,우진해장국,제주 제주시 서사로 11-0,한식,109900
2,카페노티드제주,제주 제주시 애월로1길 24-9,카페/찻집,78233
3,자매국수본점,제주 제주시 탑동로11길 6-0,한식,68755
4,블루보틀제주,제주 제주시 번영로 2133-30,카페/찻집,51381
5,랜디스도넛제주직영점,제주 제주시 애월로 27-1,간이음식,46043
6,숙성도노형본관,제주 제주시 원노형로 41-0,한식,40385
7,애월카페거리,제주 제주시 애월북서길 56-1,기타음식,38407
8,스타벅스제주애월DT점,제주 제주시 애월해안로 376-0,카페/찻집,34776
9,스타벅스제주서해안로DT점,제주 제주시 서해안로 624-0,카페/찻집,33683
10,델문도,제주 제주시 조함해안로 519-10,카페/찻집,32881
11,스타벅스제주용담DT점,제주 제주시 서해안로 380-0,카페/찻집,32792
12,제주김만복본점,제주 제주시 오라로 41-0,간이음식,31849
13,올래국수,제주 제주시 귀아랑길 24-0,한식,30613
14,명진전복,제주 제주시 해맞이해안로 1282-0,외국식,27224
15,오드랑베이커리,제주 제주시 조함해안로 552-3,간이음식,25638
16,UMU,제주 제주시 한림로 542-1,카페/찻집,24832
17,몽상드애월,제주 제주시 애월북서길 56-1,카페/찻집,23449
18,제주광해애월점,제주 제주시 애월해안로 867-0,외국식,23011
19,늘봄흑돼지,제주 제주시 한라대학로 12-0,한식,22882
20,이춘옥원조고등어쌈밥,제주 제주시 일주서로 7213-0,한식,22648
21,새빌,제주 제주시 평화로 1529-0,카페/찻집,22035
22,호텔샌드,제주 제주시 한림로 339-0,카페/찻집,21490
23,고집돌우럭제주공항점,제주 제주시 임항로 30-0,한식,21408
24,도두해녀의집,제주 제주시 도두항길 16-0,외국식,20980
25,카페진정성종점,제주 제주시 서해안로 124-0,카페/찻집,20367
26,명월국민학교,제주 제주시 명월로 48-0,카페/찻집,20009
27,곰막,제주 제주시 구좌해안로 64-0,한식,19993
28,제주하멜,제주 제주시 노형2길 51-3,간이음식,19449
29,우동카덴,제주 제주시 교래3길 23-0,외국식,19447
30,애월더선셋,제주 제주시 일주서로 6111-0,카페/찻집,19303
31,애월빵공장앤카페,제주 제주시 금성5길 42-15,간이음식,18389
32,스타벅스제주함덕점,제주 제주시 조함해안로 522-0,카페/찻집,18117
33,순옥이네명가,제주 제주시 도공로 8-0,외국식,17552
34,우무제주시점,제주 제주시 관덕로8길 40-1,카페/찻집,17174
35,하이엔드제주,제주 제주시 애월북서길 56-0,카페/찻집,17062
36,노라바,제주 제주시 구엄길 100-0,간이음식,16455
37,돈사돈본관,제주 제주시 우평로 19-0,한식,16298
38,제주삼대국수회관본점,제주 제주시 삼성로 41-0,한식,15985
39,김희선제주몸국,제주 제주시 어영길 45-6,한식,15591
40,상춘재[한식],제주 제주시 선진길 26-0,한식,15451
41,고집돌우럭함덕점,제주 제주시 신북로 491-9,한식,15432
42,은희네해장국노형점,제주 제주시 원노형로 40-0,한식,15132
43,스타벅스제주외도DT점,제주 제주시 일주서로 7300-0,카페/찻집,15060
44,은희네해장국,제주 제주시 고마로13길 8-0,한식,15016
45,스타벅스제주협재점,제주 제주시 한림로 337-0,카페/찻집,15012
46,봄날카페,제주 제주시 애월로1길 25-0,카페/찻집,14928
