기준연월,지역명,검색량(건)
202108,제주특별자치도 제주시 ,6639
202109,제주특별자치도 제주시 ,5573
202110,제주특별자치도 제주시 ,6172
202111,제주특별자치도 제주시 ,5849
202112,제주특별자치도 제주시 ,2226
202201,제주특별자치도 제주시 ,2868
202202,제주특별자치도 제주시 ,1105
202203,제주특별자치도 제주시 ,208
202204,제주특별자치도 제주시 ,351
202205,제주특별자치도 제주시 ,360
202206,제주특별자치도 제주시 ,516
202207,제주특별자치도 제주시 ,1080
