연령대,남성방문 비율,여성방문 비율
70세 이상,10.4,4.6
60~69세,11.6,11.5
50~59세,16.6,9.5
40~49세,5.4,8.1
30~39세,5.2,3.1
20~29세,5.3,3.3
10~19세,1.8,2.7
