순위,업소명,주소,분류,합산 검색 수
1,카페팡시온,대전 동구 회남로275번길 227-0,카페/찻집,30979
2,오씨칼국수,대전 동구 옛신탄진로 13-0,한식,20281
3,더리스레스토랑,대전 동구 냉천로 34-8,외국식,14526
4,스타벅스대전판암DT점,대전 동구 옥천로 118-0,카페/찻집,10553
5,플레이스플로라,대전 동구 회남로 57-54,카페/찻집,8756
6,현암기사식당,대전 동구 대전천북로 72-0,한식,7810
7,태화장[중식],대전 동구 중앙로203번길 78-0,외국식,7305
8,봉이호떡,대전 동구 산내로 111-0,간이음식,7268
9,치앙마이방콕,대전 동구 철갑3길 8-0,외국식,6435
10,스타벅스대전터미널DT점,대전 동구 동서대로 1658-0,카페/찻집,5620
11,샤를몽탁,대전 동구 회남로 162-27,카페/찻집,5514
12,중부회수산시장,대전 동구 동서대로 1585-0,외국식,5169
13,원미면옥,대전 동구 옥천로 421-0,한식,5023
14,착한낙지홍도점,대전 동구 동서대로 1609-2,외국식,5003
15,파리바게뜨한남대점,대전 동구 한남로 12-0,간이음식,4795
16,어썸80더대청,대전 동구 회남로79번길 107-0,카페/찻집,4460
17,산내돌짜장,대전 동구 산내로 457-0,외국식,4404
18,버거킹대전터미널DT점,대전 동구 동서대로 1664-0,간이음식,4398
19,성심당대전역점,대전 동구 중앙로 215-0,간이음식,4108
20,온천집,대전 동구 수향길 17-0,외국식,3822
21,투썸플레이스대전대서문점,대전 동구 대학로50번길 25-0,카페/찻집,3669
22,버거킹대전대동DT점,대전 동구 계족로 120-0,간이음식,3527
23,투썸플레이스용전DT점,대전 동구 한밭대로 1246-0,카페/찻집,3493
24,오씨칼국수,대전 동구 중앙로204번길 75-0,한식,3315
25,하늘만큼,대전 동구 동부로33번길 46-58,카페/찻집,3309
26,대전밀면본점,대전 동구 옥천로176번길 8-0,한식,3212
27,현암뚝방구이,대전 동구 대전천북로 114-0,한식,3131
28,토담한식뷔페가양본점,대전 동구 동대전로 340-0,외국식,2937
29,외식,대전 동구 대전로 435-9,한식,2894
30,백제식당,대전 동구 산서로1615번길 87-0,한식,2865
31,풍뉴가,대전 동구 수향길 31-0,카페/찻집,2789
32,파이브퍼센트,대전 동구 동대전로110번길 177-0,카페/찻집,2762
33,박가네,대전 동구 동대전로 287-0,한식,2742
34,옛터,대전 동구 산내로 321-37,한식,2664
35,투썸플레이스대전식장산점,대전 동구 세천공원로 42-0,카페/찻집,2498
36,라끄블루,대전 동구 회남로275번길 161-0,카페/찻집,2495
37,스타벅스대전용전DT점,대전 동구 한밭대로 1239-0,카페/찻집,2488
38,별천지,대전 동구 산서로1659번길 29-0,한식,2454
39,스타벅스대전가오점,대전 동구 동구청로 101-0,카페/찻집,2367
40,투썸플레이스대동오거리점,대전 동구 계족로 156-0,카페/찻집,2316
41,풍년삼계탕,대전 동구 계족로 407-0,한식,2288
42,조선,대전 동구 회남로79번길 60-0,외국식,2254
43,투썸플레이스남대전IC점,대전 동구 산내로 1217-14,카페/찻집,2121
44,볕,대전 동구 수향2길 7-0,카페/찻집,2084
45,슈니첼,대전 동구 철갑2길 16-0,외국식,2062
46,파운드,대전 동구 수향길 25-0,외국식,2053
47,이바돔감자탕가양점,대전 동구 동서대로 1734-0,한식,2043
48,광천순대,대전 동구 대전천동로 452-3,한식,2023
49,허브향기,대전 동구 산내로 292-0,카페/찻집,2007
50,적덕식당,대전 동구 우암로 220-3,한식,1955
51,등촌샤브칼국수용전점,대전 동구 한밭대로 1322-0,한식,1927
52,정동문화사,대전 동구 태전로 22-0,카페/찻집,1877
53,가래울,대전 동구 대청호수로585번길 8-0,외국식,1871
54,누나돈까스,대전 동구 대학로 68-0,외국식,1843
55,명랑식당,대전 동구 태전로 56-20,한식,1838
56,신도칼국수본점,대전 동구 대전로825번길 11-0,한식,1771
57,천개동농장,대전 동구 천개동로251번길 12-51,외국식,1732
58,금성삼계탕,대전 동구 선화로196번길 44-0,한식,1666
59,카페하소,대전 동구 산내로 257-0,카페/찻집,1647
60,곰수산회센터,대전 동구 옥천로 116-0,외국식,1638
61,이리추어탕,대전 동구 대전천동로 486-1,한식,1601
62,왕관식당[한식],대전 동구 선화로196번길 6-0,한식,1577
63,빵한모금,대전 동구 백룡로5번길 59-0,간이음식,1564
64,미도리컬러,대전 동구 수향길 53-0,카페/찻집,1503
65,태평소국밥용운점,대전 동구 계족로140번길 91-0,한식,1501
66,인동왕만두,대전 동구 대전로 697-0,한식,1492
67,카페타임,대전 동구 동서대로 1717-0,카페/찻집,1466
68,레이크뷰,대전 동구 회남로275번길 197-6,카페/찻집,1313
69,소담촌대전용전점,대전 동구 한밭대로 1234-0,외국식,1305
70,블루부코,대전 동구 동광장로 16-0,카페/찻집,1278
71,큰뫼골,대전 동구 대청호수로 723-5,한식,1263
72,경동오징어국수,대전 동구 계족로 369-0,한식,1243
73,샤브쌈주머니대동점,대전 동구 동대전로46번길 11-0,외국식,1239
74,짬뽕지존복합터미널점 [중식],대전 동구 동서대로 1682-0,외국식,1228
75,개천식당,대전 동구 대전로779번길 41-1,한식,1224
76,진주냉면,대전 동구 우암로 259-0,한식,1214
77,수라정,대전 동구 동부로 178-0,한식,1199
78,용전한우마을,대전 동구 한밭대로 1273-0,한식,1177
79,한희수개성만두,대전 동구 한밭대로 1221-0,한식,1164
80,장원오리,대전 동구 한밭대로 1299-0,외국식,1108
81,풍전삼계탕,대전 동구 계족로 414-0,한식,1101
82,워커샵,대전 동구 새둑길 180-0,카페/찻집,1097
83,테라베오,대전 동구 냉천로 30-0,외국식,1086
84,판암면옥,대전 동구 옻밭5길 189-0,한식,1080
85,방일해장국,대전 동구 옥천로 56-0,한식,1077
86,만포분식,대전 동구 한남로7번길 87-0,간이음식,1047
87,메밀고개시골막국수판암직영점,대전 동구 판교3길 3-0,한식,1035
88,킴스힐,대전 동구 대청호수로 563-0,한식,1026
89,쌍청고기마을,대전 동구 동부로33번길 46-58,한식,975
90,부여순대,대전 동구 동부로 5-3,한식,952
91,들마루식당,대전 동구 대청호수로 671-8,한식,947
92,팡시온,대전 동구 회남로275번길 227-0,외국식,945
93,한가네추어탕,대전 동구 동대전로256번길 71-0,한식,940
94,김화칼국수,대전 동구 중앙로203번길 28-0,한식,934
95,다해원[중식],대전 동구 계족로512번길 22-0,외국식,930
96,팀쿡가오점,대전 동구 동구청로 66-0,외국식,927
97,솔코리안레스토랑,대전 동구 우암로 128-0,외국식,909
98,맥도날드대전터미널점,대전 동구 동서대로 1689-0,간이음식,897
99,조마루감자탕충청지사점,대전 동구 동서대로 1618-0,한식,893
100,조기종의향미각용운점 [중식],대전 동구 동부로 89-0,외국식,892
