순위,관광지명,주소,분류,현지인 검색 수
1,대전역동광장,대전 동구 새둑길 143-0,기타관광,9240
2,대전중앙시장,대전 동구 대전로785번길 26-0,시장,3417
3,만인산자연휴양림,대전 동구 산내로 106-0,자연공원,3381
4,해돋이전망대,대전 동구,랜드마크관광,2427
5,용운국제수영장,대전 동구 동부로 138-0,테마공원,2205
6,상소동산림욕장,대전 동구 산내로 748-0,자연공원,1848
7,우암사적공원,대전 동구 충정로 53-0,도시공원,1507
8,식장산,대전 동구,자연경관(산),1485
9,옛터민속박물관,대전 동구 산내로 321-35,전시시설,1482
10,호텔선샤인,대전 동구 동서대로 1700-0,호텔,1300
11,대동하늘공원,대전 동구,도시공원,1032
12,세천유원지,대전 동구 세천공원로 68-0,복합관광시설,1026
13,상소오토캠핑장,대전 동구 산내로 748-0,캠핑,998
14,대청호자연수변공원,대전 동구 대청호수로545번길 0-0,도시공원,910
15,대청호오백리길4구간,대전 동구,기타레저스포츠,818
16,벨레자호텔,대전 동구 동서대로1683번길 46-8,호텔,740
17,CGV대전터미널,대전 동구 동서대로1695번길 30-0,공연시설,726
18,대청호자연생태관,대전 동구 천개동로 41-0,전시시설,583
19,대전전통나래관,대전 동구 철갑2길 2-0,기타문화관광지,537
20,오동선대청호벚꽃길,대전 동구,기타관광,535
21,CGV대전가오,대전 동구 은어송로 72-0,공연시설,525
22,우송예술회관,대전 동구 동대전로 171-0,공연시설,489
23,현암상가시장,대전 동구,시장,480
24,대청호벚꽃축제,대전 동구,기타문화관광지,443
25,테크존대전동구점,대전 동구 산서로 1613-0,기타레저스포츠,441
26,N7호텔,대전 동구 동서대로1695번길 66-17,호텔,412
27,호텔박스,대전 동구 한밭대로1316번길 34-0,모텔,397
28,반누리반품닷컴대전점,대전 동구 물류로 4-0,기타쇼핑시설,389
29,대전대학교30주년기념관,대전 동구 대학로 62-0,전시시설,378
30,용운시장,대전 동구 새울로91번길 14-22,시장,377
31,노크인호텔대전터미널점,대전 동구 한밭대로1316번길 35-0,모텔,369
32,브레인유통,대전 동구 산내로1299번길 60-0,시장,358
33,광제사,대전 동구 성동로13번길 10-0,종교성지,309
34,명상정원,대전 동구,도시공원,255
35,마산동쉼터,대전 동구,기타관광,250
36,신도꼼지락시장,대전 동구 흥룡로37번길 17-0,시장,243
37,더휴식아늑호텔대전점,대전 동구 한밭대로1316번길 7-0,모텔,235
38,역전시장,대전 동구 역전시장길 23-0,시장,229
39,캠프향기,대전 동구 산내로 710-0,캠핑,224
40,호국철도광장,대전 동구,도시공원,204
41,대전역서광장,대전 동구,기타관광,203
42,호텔룩,대전 동구 한밭대로 1316-16,모텔,193
43,호텔나리스,대전 동구 동서대로1725번길 64-0,모텔,191
44,대전동구문화원,대전 동구 동구청로 60-0,교육시설,186
45,잉카모텔,대전 동구 대전천동로 570-0,모텔,179
46,호텔야자대전터미널점,대전 동구 한밭대로1316번길 16-0,모텔,174
47,해피타워,대전 동구 동서대로1725번길 22-0,모텔,166
48,호텔본,대전 동구 동서대로1683번길 84-0,모텔,151
49,가양시장,대전 동구 매봉로 18-0,시장,147
50,가팔어린이공원,대전 동구,도시공원,145
51,호텔BEN,대전 동구 동서대로1705번길 21-0,호텔,141
52,피아노모텔,대전 동구 동서대로1683번길 94-4,모텔,136
52,다이소대전판암점,대전 동구 옥천로 122-0,기타쇼핑시설,136
54,대청호오백리길5구간,대전 동구,기타레저스포츠,130
54,식장산세천공원등산로,대전 동구,자연경관(산),130
56,슬픈연가촬영지,대전 동구,기타문화관광지,129
57,넘버25호텔대전역점,대전 동구 대전천동로 482-1,모텔,128
57,띠울장모텔,대전 동구 동대전로218번길 4-0,모텔,128
59,한밭교육박물관,대전 동구 우암로 96-0,전시시설,125
60,XYM모텔,대전 동구 한밭대로1314번길 5-0,모텔,124
61,보보스모텔,대전 동구 동서대로1725번길 10-0,모텔,121
61,시애틀호텔,대전 동구 동서대로1683번길 58-0,모텔,121
63,사보이호텔,대전 동구 한밭대로 1288-0,모텔,112
64,동구청소년자연수련관,대전 동구 산내로474번길 123-0,육상레저스포츠,110
65,세도나모텔,대전 동구 동서대로1725번길 40-0,모텔,107
66,굿타임모텔,대전 동구 동서대로1705번길 67-0,모텔,101
67,대전초지공원,대전 동구 산서로1660번길 0-0,도시공원,97
68,찬샘마을,대전 동구,농/산/어촌체험,95
69,다이소대전본점,대전 동구 동서대로1695번길 8-0,기타쇼핑시설,94
70,캐슬모텔,대전 동구 동서대로1705번길 59-0,모텔,92
71,문충사,대전 동구 동부로73번길 44-0,종교성지,89
72,태웅관광호텔,대전 동구 대전로839번길 27-0,호텔,86
72,산내농협하나로마트,대전 동구 산내로 1324-0,기타쇼핑시설,86
74,인동시장,대전 동구 대전로 701-9,시장,85
74,중앙시장이벤트홀,대전 동구 중앙로200번길 104-0,기타문화관광지,85
76,고산사,대전 동구 대전로316번길 205-0,종교성지,81
77,폴라리스모텔,대전 동구 한밭대로1316번길 2-0,모텔,77
78,모모호텔,대전 동구 동서대로1695번길 24-14,모텔,69
79,꿈꾸는농부오토캠핑장,대전 동구 산내로 716-0,캠핑,66
79,시네마모텔,대전 동구 동서대로1725번길 18-0,모텔,66
81,에비뉴호텔,대전 동구 동서대로1705번길 38-1,모텔,65
82,대전판암풋살,대전 동구 동부로 43-0,기타레저스포츠,64
83,다이소대전가오점,대전 동구 대전로 417-0,기타쇼핑시설,63
84,리스보아모텔,대전 동구 동서대로1705번길 52-0,모텔,58
85,중앙메가프라자,대전 동구 중앙로200번길 99-0,시장,55
86,개심사,대전 동구 판암로 128-269,종교성지,52
87,만인산푸른학습원,대전 동구 산내로 106-0,육상레저스포츠,50
88,호텔플라밍고,대전 동구 동서대로1683번길 76-7,호텔,48
89,신천황토마을,대전 동구 학고개로 86-0,펜션/민박,47
90,하이클래스모텔,대전 동구 동서대로1705번길 79-0,모텔,46
91,판암공원,대전 동구,도시공원,45
92,스카이모텔,대전 동구 동서대로1725번길 24-0,모텔,44
92,우영축산,대전 동구 태전로 179-0,시장,44
94,HI호텔,대전 동구 용운로 169-0,호텔,42
94,샵모텔,대전 동구,모텔,42
96,관음사,대전 동구 신기로 53-11,종교성지,41
96,대청호자연생태습지,대전 동구,자연경관(하천/해양),41
96,추동인공생태습지,대전 동구 천개동로 41-0,도시공원,41
99,띠울장,대전 동구 동대전로218번길 4-0,모텔,40
99,리치텔,대전 동구 동서대로1705번길 63-0,모텔,40
