동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
0,11,,,자연경관,계곡_산_바다,하늬복이오름
0,7,,,미식,소주_맥주_차,하늬복이오름
0,3,,,레포츠/운동,등산_산행,하늬복이오름
0,1,,,역사유적,다리,하늬복이오름
