동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
9,133,배우자,아내_부인_남편,자연경관,바다_섬_정원,낭도
5,58,기타가족,가족_이모,미식,커피_막걸리_차,낭도
5,21,회사동료,사원,역사유적,다리_정자,낭도
3,8,부모님,어머니_엄니,레포츠/운동,캠핑_트레킹,낭도
2,0,자녀,아들,,,낭도
