순위,업소명,주소,분류,현지인 검색 수
1,승포회관,강원 철원군 두루미로 41-0,한식,2872
2,필승회관[한식],강원 철원군 수피령로 2300-0,한식,1037
3,카페뜰,강원 철원군 동온동길 185-0,카페/찻집,1031
4,철원막국수,강원 철원군 명성로158번길 13-0,한식,967
5,한탄강빵명장,강원 철원군 한탄강길 28-0,간이음식,849
6,솔향기,강원 철원군 금학로 31-10,한식,666
7,내대막국수,강원 철원군 내대1길 29-10,한식,614
8,카페은하수,강원 철원군 한탄강길 112-0,카페/찻집,544
9,삼성회관,강원 철원군 자등로 611-1,기타음식,490
10,인경화이트하우스,강원 철원군 두루미로 118-0,카페/찻집,448
11,민통선한우촌,강원 철원군 호국로 4987-0,한식,422
12,풍전막국수,강원 철원군 풍전길 7-0,한식,391
13,연사랑[한식],강원 철원군 금학로339번길 12-28,한식,381
14,카페논에,강원 철원군 태봉로 2081-0,카페/찻집,374
15,롯데리아철원동송점,강원 철원군 금학로 229-0,간이음식,369
16,돌기와집,강원 철원군 갈말로 97-20,한식,322
17,전주꺼꾸로콩나물국밥,강원 철원군 삼부연로17번길 3-7,한식,289
18,기와집,강원 철원군 갈말로 369-0,한식,284
19,평이담백뼈칼국수철원점,강원 철원군 태봉로 1833-0,한식,235
20,장수촌해물칼국수,강원 철원군 상사로 93-0,한식,230
21,동주산성,강원 철원군 호국로 4507-0,한식,224
22,한탄강어부네,강원 철원군 갈말로 140-0,한식,222
23,산내들가든,강원 철원군 연동길 54-0,한식,208
24,와수리커피,강원 철원군 아리랑로37번길 19-0,카페/찻집,205
25,프로방스카페,강원 철원군 순담길 299-0,카페/찻집,193
26,철원청정한우촌,강원 철원군 명성로 207-0,한식,186
27,기와물결,강원 철원군 와수로110번안길 18-1,카페/찻집,185
28,카페공간,강원 철원군 직탕길 26-0,카페/찻집,178
29,투썸플레이스와수점,강원 철원군 와수로 152-1,카페/찻집,172
30,철원오대갈비,강원 철원군 이평2로17번길 15-0,한식,161
31,채반,강원 철원군 금학로210번길 7-14,간이음식,154
31,카페두루미,강원 철원군 이평1로 94-0,카페/찻집,154
33,고석정한우촌,강원 철원군 태봉로 1822-0,한식,143
34,오대오리,강원 철원군 창동로 2413-0,외국식,139
34,카페혜리네,강원 철원군 태봉로 1525-1,카페/찻집,139
36,동송칡냉면,강원 철원군 오대로 4-0,한식,136
37,배터지는돈까스,강원 철원군 금학로187번길 2-1,외국식,130
38,박원명초밥집,강원 철원군 금학로 222-1,외국식,127
39,소풍온쭈꾸미,강원 철원군 삼부연로17번길 3-9,외국식,126
40,개성할매전통육개장,강원 철원군 갈말로 53-3,한식,125
40,롯데리아철원와수,강원 철원군 와수로 186-0,간이음식,125
42,한솔가든[한식],강원 철원군 순담길 178-0,한식,113
43,오픈더문,강원 철원군 사요길 57-0,외국식,110
44,한탄강매운탕,강원 철원군 호국로 4910-0,한식,109
45,전선휴게소메기매운탕,강원 철원군 금강산로 2012-0,한식,103
46,포항식당,강원 철원군 자등로 579-0,한식,99
47,지동관[중식],강원 철원군 두루미로 429-0,외국식,98
48,향토가든,강원 철원군 태봉로 1825-0,한식,94
49,삼정콩마을가마솥두부집,강원 철원군 태봉로 1834-0,한식,93
50,도미노피자철원점,강원 철원군 삼부연로7번길 6-0,간이음식,90
51,직탕가든,강원 철원군 직탕길 94-0,한식,85
52,철원와수리양평해장국본점,강원 철원군 무금로 7-0,한식,84
53,놈스톤화덕피자앤파스타,강원 철원군 금학로210번길 7-14,외국식,83
53,파리바게뜨신철원터미널점,강원 철원군 명성로149번길 2-0,간이음식,83
55,수무정매운탕,강원 철원군 청양로 369-1,한식,80
56,그럼에도,강원 철원군 호국로 5177-0,카페/찻집,77
57,고향식당[중식],강원 철원군 지경안길 22-9,외국식,76
58,한우연,강원 철원군 금학로136번길 9-0,한식,75
59,성원식당,강원 철원군 태봉로 1589-0,한식,74
60,소소식당,강원 철원군 삼부연로 12-0,외국식,68
61,남대천황가네매운탕,강원 철원군 군탄로 41-0,한식,67
62,벅벅가든,강원 철원군 금학로59번길 81-0,한식,66
62,철원순메밀막국수,강원 철원군 이평3로 139-0,한식,66
64,농부네,강원 철원군 오덕로 235-1,한식,62
64,옛고을순두부집,강원 철원군 이평3로 41-0,한식,62
