연령대,남성방문 비율,여성방문 비율
70세 이상,3.7,2.6
60~69세,9.3,9.8
50~59세,11.6,14.5
40~49세,7.9,7.8
30~39세,7.4,9.0
20~29세,4.9,7.2
10~19세,1.9,1.6
