업종대분류명,업종중분류명,중분류 소비액
쇼핑업,레저용품쇼핑,1.895102646E9
쇼핑업,관광기념품,1.03971E7
숙박업,캠핑장/펜션,1.28594E7
숙박업,기타숙박,7.87724305E8
식음료업,식음료,9.425337591E9
여가서비스업,골프장,3.758763043E9
여가서비스업,기타레저,5969200.0
여가서비스업,문화서비스,3.06399E7
여가서비스업,관광유원시설,1611000.0
운송업,렌터카,2945000.0
