순위,업소명,주소,분류,현지인 검색 수
1,해플스팜사이더리,경남 거창군 갈지2길 192-8,카페/찻집,782
2,창성식당[중식],경남 거창군 거창대로2길 24-0,외국식,324
3,외양간구시,경남 거창군 상동2길 70-0,한식,321
4,마리반점[중식],경남 거창군 송계로 300-0,외국식,224
5,투썸플레이스경남거창점,경남 거창군 거열로4길 35-0,카페/찻집,206
6,다우리밥상[한식],경남 거창군 송계로 441-0,한식,205
7,거창축협한우팰리스,경남 거창군 거함대로 3178-0,한식,194
8,우담,경남 거창군 밭들길 87-0,한식,175
9,동바리해장국,경남 거창군 강남로 196-0,한식,153
10,비룡반점[중식],경남 거창군 공수들6길 17-0,외국식,151
11,버거킹경남거창점,경남 거창군 거열로 106-0,간이음식,146
12,이수미팜베리농가레스토랑&카페,경남 거창군 갈지길 261-40,카페/찻집,139
13,삼산이수,경남 거창군 내학길 35-4,한식,132
14,경원해물찜,경남 거창군 소만3길 36-20,한식,125
15,마리해물칼국수,경남 거창군 거안로 854-0,한식,112
16,구구추어탕,경남 거창군 강남로 164-0,한식,108
17,엔제리너스경남거창점,경남 거창군 강변로 121-0,카페/찻집,107
18,가조가마솥육개장순두부,경남 거창군 가조가야로 1129-0,한식,106
19,카페금원산갤러리,경남 거창군 덕거길 39-0,카페/찻집,103
20,핸즈커피거창점,경남 거창군 강남로1길 94-90,카페/찻집,87
21,병곡횟집,경남 거창군 병곡길 512-0,외국식,86
22,베지나랑키친,경남 거창군 대야길 69-17,한식,83
23,보약장어왕메기가조본점,경남 거창군 월포1길 141-269,외국식,80
24,대구회가든,경남 거창군 병곡길 447-11,외국식,78
25,대산명가,경남 거창군 동동4길 46-0,한식,74
26,어림지해장국,경남 거창군 강남로 146-0,한식,70
27,운정골,경남 거창군 운정1길 114-0,한식,69
28,두레한정식[한식],경남 거창군 공수들6길 8-10,한식,67
29,월성계곡산장,경남 거창군 덕유월성로 1588-45,한식,65
30,더무그,경남 거창군 강변로 127-0,간이음식,63
31,도미노피자거창점,경남 거창군 중앙로 182-0,간이음식,61
32,롯데리아거창점,경남 거창군 아림로 20-1,간이음식,59
32,제주냉면,경남 거창군 강남로 54-0,한식,59
34,카페외갓집,경남 거창군 거안로 860-16,카페/찻집,57
35,장고개식당,경남 거창군 공수들2길 5-0,한식,56
36,단계식당,경남 거창군 강남로 140-1,한식,55
37,항아리왕갈비,경남 거창군 강변로 285-0,한식,52
38,옥계촌,경남 거창군 덕유월성로 1968-0,외국식,50
38,파리바게뜨거창아림점,경남 거창군 거열로 106-0,간이음식,50
38,파리바게뜨경남거창점,경남 거창군 중앙로 113-0,간이음식,50
41,모든식당,경남 거창군 마상3길 7-0,한식,48
42,거창복어,경남 거창군 공수들1길 23-0,외국식,44
42,꽃두레,경남 거창군 거안로 996-0,한식,44
44,카페쿠쿠오나,경남 거창군 죽전길 113-0,카페/찻집,42
45,봉씨네부엌,경남 거창군 상동길 50-12,한식,40
45,하고리,경남 거창군 소곡2길 9-5,카페/찻집,40
47,벽담[일식],경남 거창군 강양4길 10-0,외국식,39
47,채연면옥,경남 거창군 온천길 156-0,한식,39
49,베리순,경남 거창군 가곡길 53-0,카페/찻집,38
49,성언숯불갈비,경남 거창군 동동4길 43-0,한식,38
51,덕유산송계산장,경남 거창군 송계사길 189-0,한식,37
51,배스킨라빈스거창점,경남 거창군 중앙로 115-2,간이음식,37
51,쌍쌍식육식당,경남 거창군 가조가야로 1096-0,한식,37
54,쑤기1977,경남 거창군 소만1길 28-0,간이음식,36
55,거창총각족발,경남 거창군 공수들7길 19-0,외국식,35
55,이디야커피경남거창점,경남 거창군 강변로 119-0,카페/찻집,35
57,바우,경남 거창군 온천길 98-7,한식,33
58,SUBWAY경남거창점,경남 거창군 중앙로 120-0,간이음식,32
59,명당,경남 거창군 동동4길 67-15,한식,31
59,불로삼계탕,경남 거창군 강변로 157-5,한식,31
59,어인산장,경남 거창군 어인길 499-0,한식,31
59,황금코다리거창점,경남 거창군 공수들1길 50-0,외국식,31
63,피자스쿨,경남 거창군 중앙로 154-0,간이음식,29
63,인풍정식당,경남 거창군 신차로 3539-0,한식,29
65,숲과오리거창점,경남 거창군 거열로4길 98-0,외국식,28
66,대전식당,경남 거창군 주곡로 504-20,한식,27
66,조선갈비탕,경남 거창군 공수들3길 30-0,한식,27
68,샤브향거창점,경남 거창군 송정1길 12-8,외국식,25
68,설빙거창점,경남 거창군 강변로 117-0,카페/찻집,25
68,왕우렁쌈밥약닭약오리탕,경남 거창군 거함대로5길 71-0,한식,25
71,출렁다리식육식당,경남 거창군 지산로 1488-38,한식,24
71,동백다방,경남 거창군 거열로 209-0,카페/찻집,24
73,거창왓쇼이,경남 거창군 시장2길 37-0,외국식,23
73,거창추어탕,경남 거창군 강남로 114-0,한식,23
73,다운목살짜글이밀면,경남 거창군 공수들6길 33-0,한식,23
73,동막골한우숯불촌,경남 거창군 대평3길 58-0,한식,23
73,텐퍼센트커피경남거창점,경남 거창군 강변로 105-0,카페/찻집,23
73,맛고을,경남 거창군 공수들6길 6-0,한식,23
79,고봉민김밥인군청점,경남 거창군 중앙로 112-0,간이음식,22
80,카페미녀봉,경남 거창군 온천길 108-11,카페/찻집,20
80,고기원칙거창점,경남 거창군 공수들5길 9-2,한식,20
82,그릇쟁이,경남 거창군 서원길 13-22,카페/찻집,19
82,대성복찜,경남 거창군 소만2길 28-4,외국식,19
82,오작교식당,경남 거창군 중앙로1길 93-0,한식,19
82,보리수식당,경남 거창군 마상4길 92-11,간이음식,19
86,농업회사법인올빛,경남 거창군 홍덕길 41-0,간이음식,18
86,신미국밥,경남 거창군 중앙로 140-0,한식,18
86,진짜식육식당,경남 거창군 창남1길 7-0,한식,18
89,뚜레쥬르거창아림점,경남 거창군 거열로 98-0,간이음식,17
89,흑돈,경남 거창군 공수들1길 56-0,한식,17
89,제주랑,경남 거창군 고창길 3-0,한식,17
89,북상2124,경남 거창군 덕유월성로 2124-0,외국식,17
89,리시안3호점,경남 거창군 중촌2길 89-0,카페/찻집,17
94,동방식육식당,경남 거창군 거열로 125-0,한식,16
94,리틀버터,경남 거창군 강변로 53-0,카페/찻집,16
94,석백산암소,경남 거창군 거열로4길 140-0,한식,16
97,금향한정식[한식],경남 거창군 동동6길 119-0,한식,15
97,봉천식당,경남 거창군 강남로 114-0,한식,15
97,삼일식육식당,경남 거창군 웅양로 1439-1,한식,15
97,휴고,경남 거창군 상동길 50-26,카페/찻집,15
