기준연월,지역명,방문자 수
202108,경상북도 고령군 ,481520.0
202110,경상북도 고령군 ,551796.0
202109,경상북도 고령군 ,593345.0
202111,경상북도 고령군 ,492031.0
202112,경상북도 고령군 ,422442.0
202201,경상북도 고령군 ,446531.0
202202,경상북도 고령군 ,409118.0
202203,경상북도 고령군 ,493521.0
202204,경상북도 고령군 ,542439.0
202205,경상북도 고령군 ,564971.0
202206,경상북도 고령군 ,490552.0
202207,경상북도 고령군 ,542283.0
