순위,업소명,주소,분류,외지인 검색 수
1,카페스톤고령점,경북 고령군 대가야로 446-44,카페/찻집,4638
2,진미당제과,경북 고령군 시장길 8-1,간이음식,2749
3,대원본점,경북 고령군 대가야로 691-0,한식,1892
4,녹원가,경북 고령군 장기터길 10-6,한식,1879
5,소문난할매국밥,경북 고령군 시장길 41-0,한식,1321
6,두레두부마을,경북 고령군 덕운로 45-0,한식,1282
7,옛촌갈치,경북 고령군 중앙로 57-12,외국식,975
8,고령금산한우,경북 고령군 성산로 946-5,한식,893
9,소담채,경북 고령군 동암1길 4-0,외국식,809
10,참살이,경북 고령군 큰골길 208-0,한식,764
11,가얏골오리마을,경북 고령군 운용로 72-0,외국식,672
12,개진고로케만두,경북 고령군 대가야로 1299-0,간이음식,649
13,고령명품한우,경북 고령군 성암로 472-0,한식,615
14,퐁텐블루,경북 고령군 덕운로 837-0,카페/찻집,532
15,월산복어,경북 고령군 일량로 33-0,외국식,531
16,이디야커피고령점,경북 고령군 우륵로 16-1,카페/찻집,430
17,경도식당,경북 고령군 대가야로 1521-0,한식,418
18,파리바게뜨경북고령,경북 고령군 중앙로 16-0,간이음식,389
19,엄마와까치집두개,경북 고령군 대가야로 933-0,한식,347
20,신가네손칼짬뽕[중식],경북 고령군 대가야로 897-0,외국식,346
21,대가야농원식당,경북 고령군 대가야로 1455-23,한식,345
22,만복이쭈꾸미낙지볶음고령점,경북 고령군 장기공단1길 25-0,한식,340
23,열화커피,경북 고령군 다산로 690-0,카페/찻집,311
24,롯데리아경북고령점,경북 고령군 왕릉로 116-0,간이음식,248
25,엔제리너스경북고령점,경북 고령군 왕릉로 96-0,카페/찻집,231
26,백산한우명가,경북 고령군 영서로 3199-0,한식,221
27,미주식당,경북 고령군 시장1길 10-5,한식,212
28,들봄가든,경북 고령군 벌지로 342-1,한식,171
29,카페포카오,경북 고령군 신남로 47-0,카페/찻집,169
30,한식명가가야금,경북 고령군 장기터길 1-0,한식,167
31,부엔빠리오,경북 고령군 낫질로 32-0,카페/찻집,164
32,송산능이백숙,경북 고령군 성암로 809-0,한식,156
33,개실마을,경북 고령군 개실1길 29-0,한식,153
34,휴식의몽상,경북 고령군 월기길 9-0,카페/찻집,147
34,다산식육식당,경북 고령군 다산로 0-0,한식,147
36,고령추어탕,경북 고령군 시장길 21-0,한식,145
37,홍천뚝배기,경북 고령군 왕릉로 57-0,한식,121
38,봄봄고령점,경북 고령군 중앙로 7-0,카페/찻집,119
39,고령휴게소식당,경북 고령군 대가야로 819-0,한식,116
40,고령대가야장례식장식당,경북 고령군 일량로 83-0,기타음식,115
41,어화원짜장짬뽕전문점[중식],경북 고령군 대가야로 1325-0,외국식,102
42,성우식당,경북 고령군 성암로 548-5,한식,89
43,나루터어탕,경북 고령군 사문진로 158-0,한식,88
44,무지개송어횟집,경북 고령군 영서로 3338-0,외국식,85
45,경희숯불가든,경북 고령군 중앙로 41-0,한식,83
46,이소,경북 고령군 지산길 7-7,카페/찻집,78
47,가실마을,경북 고령군 중앙로 50-0,한식,76
