순위,업소명,주소,분류,외지인 검색 수
1,대덕식당,대구 남구 앞산순환로 443-0,한식,19238
2,아눅앞산,대구 남구 앞산순환로 459-0,카페/찻집,17884
3,오퐁드부아,대구 달성군 주리2길 104-0,카페/찻집,17377
4,바르미스시뷔페두산점,대구 수성구 무학로 78-0,외국식,16232
5,낙영찜갈비본점,대구 중구 동덕로36길 9-17,한식,15909
6,룰리커피,대구 수성구 고모로 188-0,카페/찻집,14980
7,룰리커피가창점,대구 달성군 우록길 76-0,카페/찻집,13172
8,정미네,대구 달성군 헐티로2길 26-0,한식,13138
9,곤지곤지본점 [한식],대구 달성군 퇴계길 43-8,한식,12736
10,헤이마,대구 동구 파계로 583-0,카페/찻집,12636
11,서민갈비,대구 수성구 들안로 8-5,한식,12621
12,조조칼국수본점,대구 수성구 국채보상로 912-0,한식,12345
13,리안,대구 수성구 교학로4길 48-0,외국식,12153
14,스타벅스대구팔공산점,대구 동구 파계로 650-0,카페/찻집,11904
15,큰나무집,대구 달성군 우록길 24-0,한식,11850
16,고령촌돼지찌개앞산본점,대구 남구 앞산순환로 440-1,한식,11792
17,원조현풍박소선할매집곰탕본점,대구 달성군 현풍중앙로 56-1,한식,11522
18,대새목장,대구 달성군 가창로93길 523-0,카페/찻집,11125
19,스타벅스대구수성호수R점,대구 수성구 용학로 56-0,카페/찻집,11121
20,스타벅스대구공평DT점,대구 중구 국채보상로 642-0,카페/찻집,10125
21,VIPS대구수성교점,대구 중구 달구벌대로 2232-0,외국식,9867
22,스타벅스대구앞산DT점,대구 남구 현충로 32-0,카페/찻집,9610
23,앞산주택,대구 남구 현충로1길 16-0,외국식,9472
24,아웃백스테이크하우스대구황금점,대구 수성구 동대구로 219-0,외국식,9464
25,팔공노을철판구이,대구 동구 서촌로 98-1,한식,9395
26,맥도날드대구침산DT점,대구 북구 침산로 120-0,간이음식,9372
27,조조칼국수앞산본점,대구 남구 현충로15길 13-1,한식,9306
28,자연충만,대구 달성군 마비정길 163-0,카페/찻집,9298
29,맥도날드대구수성DT점,대구 수성구 달구벌대로 2345-0,간이음식,9210
30,곤지곤지[한식],대구 동구 서촌로 14-0,한식,9177
31,스타벅스동대구로DT점,대구 동구 동대구로 422-0,카페/찻집,8696
32,커들포드,대구 동구 팔공로 1334-0,카페/찻집,8620
33,티아이티에프,대구 동구 팔공산로 1169-0,카페/찻집,8582
34,스타벅스대구동촌유원지점,대구 동구 효동로2길 45-0,카페/찻집,8580
35,생수정식당,대구 달성군 우록3길 58-0,한식,8548
36,레이틀리92,대구 동구 초례로 6-0,카페/찻집,8427
37,스타벅스대구침산DT점,대구 북구 침산로 126-0,카페/찻집,8146
38,맥도날드대구시지DT점,대구 수성구 달구벌대로 3199-0,간이음식,8079
39,안지랑곱창골목,대구 남구,기타음식,8063
40,미성복어본점,대구 수성구 들안로 87-0,외국식,8039
