순위,업소명,주소,분류,합산 검색 수
1,마고 포레스트,경북 경산시 경안로73길 20-0,카페/찻집,13748
2,스타벅스경산중방DT점,경북 경산시 경안로 222-0,카페/찻집,11615
3,커피명가본,경북 경산시 임당로 230-0,카페/찻집,10767
4,성화축산,경북 경산시 삼성현로 915-0,한식,9800
5,파스마,경북 경산시 한의대로 96-0,카페/찻집,8935
6,스타벅스경산임당역DT점,경북 경산시 대학로 208-0,카페/찻집,7653
7,미즈컨테이너대구대학교점,경북 경산시 대구대로 201-0,외국식,7580
8,인포그,경북 경산시 삼성현로 902-0,카페/찻집,7015
9,오던,경북 경산시 압독로 199-0,카페/찻집,5906
10,우즈베이커리경산포레스트점,경북 경산시 삼성현로 548-0,간이음식,5693
11,복어잡는사람들본점,경북 경산시 대학로 77-0,외국식,5482
12,남산식육식당,경북 경산시 산양1길 6-0,한식,4917
13,투썸플레이스경산월드컵대로점,경북 경산시 삼성현로 62-0,카페/찻집,4873
14,성암골가마솥국밥,경북 경산시 삼성현로 42-0,한식,4503
15,만복이쭈꾸미낙지볶음본점,경북 경산시 경산로 191-0,외국식,4464
16,피카커피인더플레이스,경북 경산시 경산로 215-0,카페/찻집,4323
17,마고플레인대구대삼거리점,경북 경산시 대학로 1383-1,카페/찻집,4210
18,호미호시,경북 경산시 원효로 275-0,카페/찻집,4111
19,온천골가마솥국밥,경북 경산시 계양로 175-0,한식,4048
20,개울가식당[한식],경북 경산시 갓바위로81길 7-5,한식,3864
21,카페월화수,경북 경산시 화랑로8길 216-0,카페/찻집,3849
22,맨인더키친성암점,경북 경산시 삼성현로 110-12,외국식,3699
23,잔치국수본점,경북 경산시 대학로 647-0,한식,3694
24,안포레,경북 경산시 원효로 757-5,카페/찻집,3630
25,복어세상,경북 경산시 공단1로 20-0,외국식,3545
26,스타벅스대구가톨릭대점,경북 경산시 하양로 18-0,카페/찻집,3180
27,대천숯불황우촌,경북 경산시 서상길 45-0,한식,3177
28,롯데리아영남대DT점,경북 경산시 대학로 316-0,간이음식,3136
29,도화지,경북 경산시 대한길 45-27,카페/찻집,3110
30,남매지,경북 경산시 원효로 78-0,한식,3049
31,연지곤지[한식],경북 경산시 삼성현로 558-0,한식,3016
32,성암산해물탕본점,경북 경산시 삼성현로 164-0,한식,2906
33,커피키친한일,경북 경산시 금송로 62-0,카페/찻집,2831
34,산57,경북 경산시 삼성현로 164-2,카페/찻집,2767
35,명당폭포식당,경북 경산시 갓바위로 153-11,한식,2701
36,후버,경북 경산시 솔숲길4길 6-14,카페/찻집,2689
37,분보남보,경북 경산시 장산로24길 21-0,외국식,2640
38,스타벅스경산하양DT점,경북 경산시 대학로 1417-0,카페/찻집,2620
39,두낫디스터브반곡지점,경북 경산시 반지길 190-0,카페/찻집,2576
40,파라글로우,경북 경산시 공단7로 3-0,카페/찻집,2504
41,하말,경북 경산시 대한길 13-0,카페/찻집,2494
42,동천면옥,경북 경산시 계양로16길 70-1,한식,2486
43,목정[한식],경북 경산시 삼성현로 585-0,한식,2344
44,핸즈커피하양점,경북 경산시,카페/찻집,2316
45,산으로간캠프,경북 경산시 삼성현로 578-9,한식,2279
46,옛진못식육식당,경북 경산시 원효로 440-0,한식,2260
47,경산돌짜장[중식],경북 경산시 건흥길 12-4,외국식,2228
48,마당넓은집,경북 경산시 하대2길 32-17,한식,2183
49,장수오리시지경산점,경북 경산시 삼성현로 88-0,외국식,2146
50,건강밥상수,경북 경산시 경안로6길 4-0,외국식,2143
51,카페803,경북 경산시 갓바위로 550-0,카페/찻집,2118
52,수페부엌사동본점,경북 경산시 백양로33길 4-0,외국식,2088
52,홍익돈까스경산영대점,경북 경산시 화랑로 306-0,외국식,2088
54,즐거운 대구탕,경북 경산시 경청로230길 13-0,한식,2083
55,전원숯불시지점,경북 경산시 삼성현로 48-0,한식,2054
56,교동면옥경산점,경북 경산시 남매로 239-0,한식,2048
57,버거킹경산사동점,경북 경산시 백자로 55-0,간이음식,1993
58,사동전통손칼국시,경북 경산시 원효로36길 19-0,한식,1965
59,투썸플레이스경산중방점,경북 경산시 강변동로 250-1,카페/찻집,1942
60,부천성[중식],경북 경산시 대학로 73-2,외국식,1940
61,대보식육식당,경북 경산시 경안로 227-0,한식,1877
62,투썸플레이스경산대로점,경북 경산시 경산로 221-0,카페/찻집,1851
63,초원애,경북 경산시 다문로 27-0,외국식,1834
64,샤브힐즈,경북 경산시 펜타힐즈2로 27-0,외국식,1814
65,정코다리월드컵점,경북 경산시 삼성현로 86-0,한식,1812
66,복터진집수성점,경북 경산시 삼성현로 62-0,외국식,1810
67,숨쉬는순두부시지점,경북 경산시 삼성현로 10-4,한식,1782
68,스타벅스대구대학교점,경북 경산시 대구대로 201-0,카페/찻집,1764
69,프로다카페,경북 경산시 백천서로 82-0,카페/찻집,1750
70,고기마실,경북 경산시 공단1로 23-0,한식,1748
71,목구멍경산점,경북 경산시 펜타힐즈2로 57-0,한식,1737
72,산들다움[한식],경북 경산시 삼성현로 264-10,한식,1726
73,파스쿠찌경산중방DI점,경북 경산시 대학로 146-0,카페/찻집,1719
74,자인식육식당,경북 경산시 중촌천북길 1-0,한식,1673
75,청암순대,경북 경산시 상암길 113-0,한식,1628
76,버거킹경산하양오일뱅크점,경북 경산시 대경로 559-0,간이음식,1616
77,카페산토리니마을,경북 경산시 유곡길 183-29,카페/찻집,1613
78,까사델제주,경북 경산시 원효로40길 23-7,카페/찻집,1558
79,김가네참한밥상,경북 경산시 대학로 1407-0,한식,1554
79,버거킹경산진량DT점,경북 경산시 다문로 53-0,간이음식,1554
81,산천식당,경북 경산시 갓바위로 327-0,한식,1525
82,더반경산성암산본점,경북 경산시 삼성현로 185-0,한식,1518
83,솔매기2,경북 경산시 갓바위로 306-0,한식,1407
84,그리다빵영남대본점,경북 경산시 대학로61길 24-0,간이음식,1359
85,백자산식육식당,경북 경산시 삼성현로 516-0,한식,1353
86,만복이쭈꾸미낙지볶음진량점,경북 경산시 대학로 1416-0,외국식,1343
87,남천민물매운탕,경북 경산시 관방로 1183-6,한식,1341
88,영천돌메기매운탕,경북 경산시 들뫼길 59-8,한식,1334
89,일공공샤브경산점,경북 경산시 경안로65길 3-0,외국식,1323
90,카페폰드,경북 경산시 계양로37길 27-1,카페/찻집,1320
91,정코다리경산본점,경북 경산시 원효로36길 16-0,한식,1277
92,풍경,경북 경산시 삼성현로 188-5,외국식,1260
93,꼬깜,경북 경산시 백천길 107-22,카페/찻집,1243
94,파스쿠찌경산월드컵대로점,경북 경산시 삼성현로 50-0,카페/찻집,1219
95,스타벅스영남대점,경북 경산시 청운로 16-0,카페/찻집,1206
96,취란정평점 [중식],경북 경산시 대학로 38-0,외국식,1201
97,백억하누경산자인점,경북 경산시 자인로 150-0,한식,1186
98,윤가네곤드레밥,경북 경산시 들뫼길 291-0,한식,1159
99,방가영덕대게,경북 경산시 성암로21길 27-0,외국식,1117
100,정일품삼계탕,경북 경산시 삼성현로 10-8,한식,1107
