연령대,남성방문 비율,여성방문 비율
70세 이상,3.9,3.7
60~69세,12.6,10.7
50~59세,12.9,16.3
40~49세,8.5,8.6
30~39세,5.9,5.9
20~29세,3.4,3.5
10~19세,1.5,1.6
