연령대,남성방문 비율,여성방문 비율
70세 이상,2.8,4.0
60~69세,8.2,5.6
50~59세,13.4,8.9
40~49세,8.9,7.7
30~39세,6.7,7.1
20~29세,9.5,5.4
10~19세,5.3,4.7
