동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
207,1988,기타가족,가족_오빠_엄마,미식,막국수_닭갈비_순댓국,양양낙산사
77,1874,부모님,아빠_어머니_할머니,자연경관,바다_바닷가_해변,양양낙산사
19,129,연인,남자친구_여자친구_커플,역사유적,정자_사찰_한옥,양양낙산사
12,108,배우자,남편_신랑_아내,레포츠/운동,서핑_수영장_등산,양양낙산사
11,40,학생,초등학생_초딩_고딩,체험,템플스테이_수학여행,양양낙산사
11,39,친구,지인_친구,휴식/힐링,힐링_신혼여행_겨울여행,양양낙산사
6,25,자녀,딸_학생,문화예술,전시관_박물관_미술관,양양낙산사
4,2,회사동료,차장_사원,반려동물,반려동물,양양낙산사
3,0,싱글,혼자,,,양양낙산사
