동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
99,1254,연인,애인_여친_커플,미식,볶음밥_수박_닭갈비
52,508,기타가족,식구_삼촌_자매,문화예술,박물관_노래방_미술관
33,278,회사동료,대리,레포츠/운동,낚시_등산_캠핑
27,239,부모님,할머니_부모_할아버지,자연경관,정원_자작나무숲_해안
25,167,자녀,아들_딸_청소년,휴식/힐링,나들이_즐길거리_겨울여행
10,12,배우자,남편_아내,역사유적,정자_다리_초가집
9,5,친구,친구_지인,반려동물,동물_반려견_유기견
5,0,학생,초등학생_고등학생_대학생,,
