기준연월,지역명,검색량(건)
202108,강원도 양구군 ,296
202109,강원도 양구군 ,281
202110,강원도 양구군 ,387
202111,강원도 양구군 ,717
202112,강원도 양구군 ,198
202201,강원도 양구군 ,61
202202,강원도 양구군 ,58
202203,강원도 양구군 ,45
202204,강원도 양구군 ,36
202205,강원도 양구군 ,223
202206,강원도 양구군 ,287
202207,강원도 양구군 ,134
