동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
1,12,기타가족,사촌,역사유적,정자_명승지,환벽당 ·조대
0,5,,,휴식/힐링,생태관광,환벽당 ·조대
0,2,,,자연경관,정원,환벽당 ·조대
