유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경기도 고양시 덕양구 , 서울특별시 은평구,25.3,1
서울특별시 서대문구 , 서울특별시 은평구,14.9,1
서울특별시 마포구 , 서울특별시 은평구,9.4,1
서울특별시 종로구 , 서울특별시 은평구,5.2,1
경기도 고양시 일산동구 , 서울특별시 은평구,3.2,1
경기도 파주시 , 서울특별시 은평구,2.8,1
서울특별시 강서구 , 서울특별시 은평구,2.7,1
서울특별시 영등포구 , 서울특별시 은평구,2.4,1
서울특별시 성북구 , 서울특별시 은평구,2.3,1
경기도 양주시 , 서울특별시 은평구,2.1,1
서울특별시 중구 , 서울특별시 은평구,1.8,1
경기도 김포시 , 서울특별시 은평구,1.6,1
경기도 고양시 일산서구 , 서울특별시 은평구,1.5,1
서울특별시 강남구 , 서울특별시 은평구,1.5,1
경기도 의정부시 , 서울특별시 은평구,1.4,1
서울특별시 용산구 , 서울특별시 은평구,1.3,1
서울특별시 양천구 , 서울특별시 은평구,1.3,1
경기도 남양주시 , 서울특별시 은평구,1.0,1
서울특별시 서초구 , 서울특별시 은평구,1.0,1
서울특별시 성동구 , 서울특별시 은평구,1.0,1
 서울특별시 은평구,경기도 고양시 덕양구,32.6,2
 서울특별시 은평구,서울특별시 마포구,9.8,2
 서울특별시 은평구,서울특별시 서대문구,7.9,2
 서울특별시 은평구,경기도 파주시,4.8,2
 서울특별시 은평구,경기도 고양시 일산동구,3.9,2
 서울특별시 은평구,서울특별시 종로구,3.6,2
 서울특별시 은평구,서울특별시 중구,3.3,2
 서울특별시 은평구,경기도 양주시,2.5,2
 서울특별시 은평구,서울특별시 영등포구,2.3,2
 서울특별시 은평구,서울특별시 강남구,2.2,2
 서울특별시 은평구,서울특별시 강서구,2.1,2
 서울특별시 은평구,경기도 김포시,1.7,2
 서울특별시 은평구,서울특별시 용산구,1.7,2
 서울특별시 은평구,인천광역시 중구,1.2,2
 서울특별시 은평구,경기도 남양주시,1.1,2
 서울특별시 은평구,서울특별시 서초구,1.0,2
 서울특별시 은평구,서울특별시 성북구,1.0,2
 서울특별시 은평구,경기도 고양시 일산서구,1.0,2
 서울특별시 은평구,서울특별시 송파구,0.9,2
 서울특별시 은평구,경기도 의정부시,0.7,2
