유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경상북도 안동시 , 경상북도 예천군,39.9,1
경상북도 문경시 , 경상북도 예천군,16.3,1
경상북도 영주시 , 경상북도 예천군,11.3,1
경상북도 상주시 , 경상북도 예천군,4.9,1
경상북도 구미시 , 경상북도 예천군,2.6,1
경상북도 의성군 , 경상북도 예천군,2.4,1
충청북도 충주시 , 경상북도 예천군,1.5,1
충청북도 단양군 , 경상북도 예천군,1.2,1
충청북도 괴산군 , 경상북도 예천군,1.1,1
대구광역시 북구 , 경상북도 예천군,1.0,1
경상북도 군위군 , 경상북도 예천군,1.0,1
경상북도 칠곡군 , 경상북도 예천군,0.9,1
경상북도 봉화군 , 경상북도 예천군,0.8,1
충청북도 제천시 , 경상북도 예천군,0.8,1
대구광역시 달서구 , 경상북도 예천군,0.7,1
대구광역시 동구 , 경상북도 예천군,0.6,1
강원도 원주시 , 경상북도 예천군,0.6,1
대구광역시 수성구 , 경상북도 예천군,0.5,1
경상북도 김천시 , 경상북도 예천군,0.5,1
경기도 여주시 , 경상북도 예천군,0.5,1
 경상북도 예천군,경상북도 안동시,50.5,2
 경상북도 예천군,경상북도 문경시,14.1,2
 경상북도 예천군,경상북도 영주시,11.5,2
 경상북도 예천군,경상북도 상주시,2.9,2
 경상북도 예천군,경상북도 구미시,1.4,2
 경상북도 예천군,경상북도 영덕군,1.3,2
 경상북도 예천군,충청북도 단양군,1.2,2
 경상북도 예천군,경상북도 봉화군,0.9,2
 경상북도 예천군,경상북도 의성군,0.9,2
 경상북도 예천군,충청북도 제천시,0.9,2
 경상북도 예천군,경상북도 울진군,0.7,2
 경상북도 예천군,대구광역시 동구,0.6,2
 경상북도 예천군,대구광역시 달서구,0.6,2
 경상북도 예천군,대구광역시 북구,0.6,2
 경상북도 예천군,대구광역시 수성구,0.6,2
 경상북도 예천군,충청북도 충주시,0.5,2
 경상북도 예천군,경상북도 경주시,0.5,2
 경상북도 예천군,경상북도 청송군,0.5,2
 경상북도 예천군,경상북도 군위군,0.5,2
 경상북도 예천군,강원도 원주시,0.4,2
