순위,관광지명,주소,분류,합산 검색 수
1,안동하회마을,경북 안동시 하회종가길 2-1,역사유적지,81002
2,월영교,경북 안동시,기타관광,54210
3,안동구시장,경북 안동시 번영1길 47-0,시장,40343
4,도산서원,경북 안동시 도산서원길 154-0,역사유적지,28325
5,안동그랜드호텔,경북 안동시 관광단지로 346-84,호텔,20630
6,낙강물길공원,경북 안동시,도시공원,17959
7,리버힐CC,경북 안동시 풍일로 1572-0,육상레저스포츠,15835
8,병산서원,경북 안동시 병산길 386-0,역사유적지,15248
9,만휴정,경북 안동시 묵계하리길 42-0,역사유적지,13638
10,봉정사,경북 안동시 봉정사길 222-0,종교성지,13115
11,중앙신시장,경북 안동시 대안로 98-10,시장,12872
12,낙동강12경(부용경)부용대,경북 안동시 광덕솔밭길 72-0,역사유적지,9635
13,남안동CC,경북 안동시 풍일로 1887-0,육상레저스포츠,9223
14,CM파크호텔,경북 안동시 검무로 10-17,호텔,8866
15,주토피움,경북 안동시 관광단지로 346-95,테마공원,8020
16,안동레이크GC,경북 안동시 관광단지로 316-0,육상레저스포츠,7886
17,안동시농산물도매시장,경북 안동시 유통단지길 100-0,시장,7277
18,안동청과합자회사,경북 안동시 유통단지길 100-0,시장,7034
19,리첼호텔,경북 안동시 관광단지로 346-69,호텔,6336
20,케이스호텔안동점,경북 안동시 강남2길 60-16,모텔,6311
21,안동문화예술의전당,경북 안동시 축제장길 66-0,공연시설,5902
22,암산유원지,경북 안동시 암산1길 59-0,복합관광시설,5345
23,안동학가산온천,경북 안동시 학가산온천길 14-0,웰니스관광,5073
24,안동수산물도매시장,경북 안동시 유통단지길 64-0,시장,5055
25,CGV안동,경북 안동시 경동로 841-0,공연시설,4922
26,안동호반자연휴양림,경북 안동시 퇴계로 2189-0,자연공원,4782
27,구름에,경북 안동시 민속촌길 190-0,콘도미니엄,4494
28,유교랜드,경북 안동시 관광단지로 346-30,기타레저스포츠,4192
29,롯데시네마프리미엄안동,경북 안동시 경북대로 418-0,공연시설,3477
30,고려호텔,경북 안동시 영가로 13-0,호텔,3427
31,금소생태공원,경북 안동시,도시공원,3363
32,임하호수상레저타운캠핑장,경북 안동시 선착장길 71-0,캠핑,3350
33,농암종택,경북 안동시 가송길 162-133,역사유적지,3118
34,선성수상길,경북 안동시 선성중앙길 77-0,기타레저스포츠,2975
35,스위트호텔,경북 안동시 옥동길 97-6,모텔,2875
36,안동시립민속박물관,경북 안동시 민속촌길 13-0,전시시설,2841
37,단호샌드파크캠핑장,경북 안동시 풍산단호로 835-35,캠핑,2478
38,쇼모텔,경북 안동시 옥동3길 41-6,모텔,2393
39,미스터션샤인촬영지(만휴정),경북 안동시 묵계하리길 42-0,기타문화관광지,2328
40,계명산자연휴양림,경북 안동시,자연공원,2297
41,안동임청각,경북 안동시 임청각길 63-0,역사유적지,2180
42,비앤비모텔,경북 안동시 대안로 29-0,모텔,2163
43,용상시장,경북 안동시 경동로 862-0,시장,2160
44,안동파크관광호텔,경북 안동시 경동로 707-0,호텔,2067
45,안동강변구장,경북 안동시,레저스포츠시설,2035
46,구담시장,경북 안동시 섬마길 0-0,시장,2027
47,선성현문화단지한옥체험관,경북 안동시 선성5길 8-0,기타관광,2020
48,경상북도독립운동기념관,경북 안동시 독립기념관길 2-0,전시시설,1988
49,화천서원,경북 안동시 광덕솔밭길 72-0,역사유적지,1987
50,안동센트럴호텔,경북 안동시 남문로 10-3,모텔,1983
51,호텔누리다,경북 안동시 중앙로 81-0,모텔,1923
52,안동중앙문화의거리,경북 안동시,기타쇼핑시설,1889
53,이육사문학관,경북 안동시 백운로 525-0,전시시설,1886
54,넘버25호텔안동역점,경북 안동시 맑은샘4길 13-0,모텔,1872
55,그라스원,경북 안동시,기타관광,1866
56,리치모텔,경북 안동시 경북대로 358-0,모텔,1809
57,꿈의궁전모텔,경북 안동시 퇴계로 64-0,모텔,1799
58,안동포타운,경북 안동시 금소길 341-12,전시시설,1793
59,안동군자마을,경북 안동시 군자리길 29-0,역사유적지,1783
60,더스터닝풀빌라,경북 안동시 예일길 22-10,펜션/민박,1689
61,웅부공원,경북 안동시,도시공원,1669
62,올인모텔,경북 안동시 강남14길 56-0,모텔,1621
63,호텔얌안동문화의거리점,경북 안동시 음식의길 32-13,모텔,1594
64,지례예술촌,경북 안동시 지례예술촌길 427-0,기타문화관광지,1586
65,연미사,경북 안동시 제비원로 672-0,종교성지,1559
66,윈호텔,경북 안동시 옥명길 28-0,호텔,1462
67,천년숲,경북 안동시,도시공원,1440
68,안동소주전통음식박물관,경북 안동시 강남로 71-1,전시시설,1417
69,만운지,경북 안동시,자연경관(하천/해양),1413
70,석동선착장,경북 안동시 석주로 514-0,교통시설,1407
71,포인트호텔,경북 안동시 문화광장길 16-13,모텔,1395
72,해적선펜션게스트하우스,경북 안동시 충효로 4406-0,펜션/민박,1389
73,길안천지생태공원,경북 안동시 길안청송로 35-0,도시공원,1383
74,안동이천동마애여래입상,경북 안동시,역사유적지,1347
75,모텔캐슬,경북 안동시 광석4길 34-0,모텔,1345
76,풍산시장,경북 안동시 장터3길 1-0,시장,1328
77,용담사계곡,경북 안동시,자연경관(산),1325
78,안동민속촌,경북 안동시,역사유적지,1313
79,임하댐구장,경북 안동시,레저스포츠시설,1304
80,고산정,경북 안동시 가송길 177-42,역사유적지,1297
81,묵계서원,경북 안동시 국만리길 72-0,역사유적지,1231
82,호텔같은모텔,경북 안동시 경동로 474-1,모텔,1216
83,해피큐모텔,경북 안동시 광석4길 11-0,모텔,1213
84,치암고택,경북 안동시 퇴계로 297-10,기타숙박,1212
85,퀸모텔,경북 안동시 검무로 10-15,모텔,1204
86,안동용계리은행나무,경북 안동시,역사유적지,1196
87,수산궁모텔,경북 안동시 대안로 18-0,모텔,1141
88,?호텔,경북 안동시 영가로 10-1,모텔,1139
89,권정생동화나라,경북 안동시 망호한길 43-26,기타문화관광지,1093
90,제이제이부띠끄모텔,경북 안동시 옥광1길 8-37,모텔,1069
91,호텔얌안동강남점,경북 안동시 충효로 4468-0,모텔,1066
92,W모텔,경북 안동시 중앙로 85-0,모텔,1026
93,탈춤공원,경북 안동시 육사로 239-0,도시공원,1017
94,안동풍경호스텔앤라이브러리,경북 안동시 노하2길 19-5,호스텔,991
95,안동호텔,경북 안동시 문화광장길 40-15,호텔,973
96,체화정,경북 안동시 풍산태사로 1123-10,역사유적지,972
97,안동문화관광단지,경북 안동시,복합관광시설,925
98,호민저수지,경북 안동시,자연경관(하천/해양),854
99,개목나루,경북 안동시 민속촌길 26-0,기타관광,845
100,줄리엣모텔,경북 안동시 옥동길 96-0,모텔,776
