순위,업소명,주소,분류,합산 검색 수
1,맘모스베이커리남부본점,경북 안동시 문화광장길 34-0,간이음식,17603
2,일직식당,경북 안동시 경동로 676-0,한식,9305
3,월영당,경북 안동시 민속촌길 26-0,카페/찻집,8511
4,폴모스트,경북 안동시 암산1길 15-0,카페/찻집,7509
5,안동찜닭골목,경북 안동시,기타음식,7280
6,커피홀베이커리안동풍산점,경북 안동시 풍산중앙길 151-5,카페/찻집,4552
7,스타벅스안동시청점,경북 안동시 서동문로 173-0,카페/찻집,4479
8,맘모스제과송현분점,경북 안동시 경동로 338-0,간이음식,4445
9,헛제사밥까치구멍집[한식],경북 안동시 석주로 203-0,한식,4410
10,쿠우쿠우안동점,경북 안동시 옥동2길 42-0,외국식,4200
11,스타벅스안동강변DT점,경북 안동시 육사로 327-0,카페/찻집,4090
12,땡큐커피,경북 안동시 영호2길 15-0,카페/찻집,4089
13,옥야식당,경북 안동시 경동로 601-12,한식,3908
14,안동갈비골목,경북 안동시,기타음식,3782
15,예미정본채 [한식],경북 안동시 옹정골길 111-0,한식,3645
16,스타벅스안동옥동점,경북 안동시 경북대로 379-0,카페/찻집,3231
17,옥동손국수,경북 안동시 강변마을1길 91-0,한식,3221
18,대구식육식당,경북 안동시 풍산중앙길 152-0,한식,3097
19,396COFFEECOMPANY,경북 안동시 옥동길 32-0,카페/찻집,3027
20,예닮,경북 안동시 귀여리길 78-28,한식,2703
21,동악골금재가든,경북 안동시 동악골길 166-0,한식,2594
22,산청식당,경북 안동시 대석3길 14-1,한식,2587
23,말콥,경북 안동시 영가로 5-0,간이음식,2508
24,안동유진찜닭,경북 안동시 번영1길 47-0,외국식,2322
25,중앙찜닭,경북 안동시 번영1길 51-0,외국식,2253
26,풍전,경북 안동시 안교1길 9-0,외국식,2213
27,버거킹경북도청점,경북 안동시 검무로 4-8,간이음식,2208
28,신라국밥,경북 안동시 서경지5길 35-0,한식,2199
29,카페뒤뜰,경북 안동시 경동로 2214-0,카페/찻집,2192
30,버버리찰떡,경북 안동시 제비원로 128-0,외국식,2187
31,투썸플레이스경북도청점,경북 안동시 천년숲서로 29-0,카페/찻집,2180
32,아르아르아르,경북 안동시 제비원로 383-0,카페/찻집,2100
33,밀레니엄안동찜닭,경북 안동시 번영길 9-0,외국식,2067
34,목석원,경북 안동시 전서로 159-0,외국식,2024
35,투썸플레이스경북신도청중앙점,경북 안동시 검무로 10-19,카페/찻집,1980
36,종가찜닭,경북 안동시 번영길 11-0,외국식,1969
37,핸즈커피안동댐점,경북 안동시 석주로 205-0,카페/찻집,1965
38,신선식당,경북 안동시,한식,1886
39,안동신세계찜닭,경북 안동시 번영길 10-0,외국식,1864
40,보리식당,경북 안동시 풍일로 1989-0,한식,1829
41,거창숯불갈비,경북 안동시 음식의길 14-0,한식,1805
42,이화식당,경북 안동시 전서로 214-6,한식,1794
42,투썸플레이스안동강변점,경북 안동시 육사로 275-0,카페/찻집,1794
44,황소곳간,경북 안동시 풍산태사로 1029-0,한식,1793
45,안동현대찜닭,경북 안동시 번영1길 47-0,외국식,1753
46,전원,경북 안동시 안교절골길 23-6,외국식,1740
47,묵향,경북 안동시 경동로 220-0,한식,1642
48,구름에오프,경북 안동시 민속촌길 190-0,카페/찻집,1629
49,소담촌안동점,경북 안동시 옥동2길 41-18,한식,1624
50,교동면옥안동옥동점,경북 안동시 경북대로 345-0,한식,1587
51,경복궁,경북 안동시 충효로 4439-0,한식,1575
52,메밀꽃피면,경북 안동시 선성4길 22-0,한식,1571
53,진성식당,경북 안동시 태사길 25-0,외국식,1557
54,성전식당,경북 안동시 동흥1길 9-0,한식,1542
