동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
0,1,,,자연경관,산,여주 고달사지
0,1,,,역사유적,절터,여주 고달사지
