동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
43,48,배우자,와이프_집사람_신랑,미식,칼국수_식당_카페,죽주산성
5,27,기타가족,오빠_동생_언니,자연경관,공원_식물원_동산,죽주산성
0,24,,,역사유적,한옥_다리_세계문화유산,죽주산성
0,23,,,반려동물,동물,죽주산성
0,16,,,레포츠/운동,유원지_축구장,죽주산성
0,9,,,문화예술,동물원_역사박물관_미술관,죽주산성
0,7,,,휴식/힐링,나들이,죽주산성
