연령대,남성방문 비율,여성방문 비율
70세 이상,2.3,2.1
60~69세,8.1,8.3
50~59세,9.9,14.2
40~49세,7.9,9.7
30~39세,7.3,8.0
20~29세,7.6,8.9
10~19세,2.7,2.4
