순위,관광지명,주소,분류
1,영광백수해안도로,전남 영광군,기타관광지
2,불갑사,전남 영광군 불갑사로 450-0,역사관광지
3,영광칠산타워,전남 영광군 향화로 2-10,기타관광지
4,설도항,전남 영광군 향화로5길 0-0,자연관광지
5,가마미해수욕장,전남 영광군,자연관광지
6,백제불교최초도래지,전남 영광군 백제문화로 203-0,역사관광지
7,영광백수해안도로,전남 영광군,기타관광
8,법성포구,전남 영광군,자연관광지
9,영광터미널시장,전남 영광군 신남로 192-0,쇼핑
10,백바위해수욕장,전남 영광군,자연관광지
11,모래미해수욕장,전남 영광군,자연관광지
12,불갑저수지수변공원,전남 영광군,자연관광지
13,향화도선착장,전남 영광군 향화로 2-7,자연관광지
14,불갑사,전남 영광군 불갑사로 450-0,역사관광
15,하나로마트/영광농협본점,전남 영광군 현암길 9-0,쇼핑
16,웨스트오션컨트리클럽,전남 영광군 해안로 1362-70,레포츠(육상/해상/항공)
17,영광물무산행복숲,전남 영광군,자연관광지
18,영광칠산타워,전남 영광군 향화로 2-10,문화관광
19,영광노을전시관,전남 영광군 해안로 957-0,문화시설
20,백암해안전망대,전남 영광군,기타관광지
21,백제불교최초도래지,전남 영광군 백제문화로 203-0,역사관광
22,설도항,전남 영광군 향화로5길 0-0,자연관광
23,에콜리안영광CC,전남 영광군 월현로1길 40-0,레포츠(육상/해상/항공)
24,영광불갑산상사화축제,전남 영광군,기타관광지
25,가마미해수욕장,전남 영광군,자연관광
26,숲쟁이공원,전남 영광군,자연관광지
27,하나로마트/영광축협,전남 영광군 신남로4길 18-0,쇼핑
28,숲쟁이공원,전남 영광군,문화관광
29,백수해안도로노을축제,전남 영광군,기타관광지
30,계마항,전남 영광군 계마길 61-0,자연관광지
31,한빛원자력발전소홍보관,전남 영광군 홍농로 846-0,문화시설
32,다이소/영광점,전남 영광군 천년로 1504-1,쇼핑
33,모래미해수욕장,전남 영광군,자연관광
34,불갑저수지수변공원,전남 영광군,문화관광
35,법성포구,전남 영광군,자연관광
36,영광물무산행복숲,전남 영광군,문화관광
37,와이식자재마트/법성포점,전남 영광군 용덕로 8-0,쇼핑
38,백바위해수욕장,전남 영광군,자연관광
39,영광고추특화시장,전남 영광군 신남로 100-35,쇼핑
40,다이소/영광법성포점,전남 영광군 영광로 13-0,쇼핑
41,백암해안전망대,전남 영광군,문화관광
42,하나로마트/영광농협터미널지점,전남 영광군 신남로 177-0,쇼핑
43,영광스포티움,전남 영광군 월현로 170-0,기타관광지
44,백수해안공원,전남 영광군,자연관광지
45,영광노을전시관,전남 영광군 해안로 957-0,문화관광
46,웨스트오션컨트리클럽,전남 영광군 해안로 1362-70,레저스포츠
47,굴비골영광시장,전남 영광군 중앙로5길 6-3,쇼핑
48,원불교영산성지,전남 영광군 성지로 1345-0,역사관광지
49,향화도선착장,전남 영광군 향화로 2-7,기타관광
50,백수노을광장전망대,전남 영광군,문화관광
51,백제불교최초도래지승강기,전남 영광군 진굴비길 202-0,기타관광지
52,영광수산시장,전남 영광군 옥당로 206-0,쇼핑
53,백수해안도로노을축제,전남 영광군,문화관광
54,에콜리안영광CC,전남 영광군 월현로1길 40-0,레저스포츠
55,한마음공원,전남 영광군 홍농로 846-0,자연관광지
56,굴비골농협하나로마트,전남 영광군 법성포로2길 28-0,쇼핑
57,영무파라드글로리비치,전남 영광군 해안로 950-0,휴양관광지
58,계마항,전남 영광군 계마길 61-0,자연관광
59,법성포단오제,전남 영광군 진굴비길 154-13,문화관광
60,동행복권판매점/세븐일레븐영광읍내점,전남 영광군 대하길2길 38-0,쇼핑
61,한수원사택,전남 영광군,역사관광지
62,홈마트/영광점,전남 영광군 물무로 214-0,쇼핑
63,영광5일장,전남 영광군,쇼핑
64,와룡공구,전남 영광군 월현로 18-1,쇼핑
65,계마항방파제,전남 영광군,자연관광지
66,동행복권판매점/문구365할인코너,전남 영광군 물무로 106-5,쇼핑
67,영광설도젓갈타운,전남 영광군,쇼핑
68,하나로마트/서영광농협본점,전남 영광군 천년로 23-0,쇼핑
69,흥곡지,전남 영광군,자연관광지
70,천일염전,전남 영광군 백수로1길 160-0,자연관광
71,365계단,전남 영광군,기타관광지
72,영광스포티움/종합운동장,전남 영광군 월현로 170-0,기타관광지
73,CU/영광염산점,전남 영광군 향화로 707-0,쇼핑
74,한빛원자력발전소홍보관,전남 영광군 홍농로 846-0,문화관광
75,영광생활체육공원,전남 영광군,자연관광지
76,하나로마트/굴비골농협서부지소,전남 영광군 연우로 7-0,쇼핑
77,전라남도영광설도젓갈타운,전남 영광군 향화로5길 16-0,쇼핑
78,CU/영광굴비로점,전남 영광군 굴비로 1-0,쇼핑
79,영광물무산행복숲/질퍽질퍽맨발황톳길,전남 영광군,기타관광
80,스카이골프,전남 영광군 단신길1길 103-23,레포츠(육상/해상/항공)
81,올리브영/전남영광점,전남 영광군 중앙로 165-2,쇼핑
82,백수노을광장전망대,전남 영광군,기타관광지
83,원불교영산성지,전남 영광군 성지로 1345-0,역사관광
84,영광원자력홍보관,전남 영광군 홍농로 846-0,문화시설
85,불갑산도립공원,전남 영광군,자연관광지
86,한마음공원축구장,전남 영광군,기타관광지
87,하나로마트/굴비골농협홍농점,전남 영광군 상하길 58-0,쇼핑
88,마라난타사,전남 영광군,역사관광지
89,동행복권판매점/지G7로또복권점,전남 영광군 법성포로2길 28-0,쇼핑
90,내산서원,전남 영광군 강항로 101-0,역사관광지
91,불갑테마공원천년방아,전남 영광군 강항로2길 0-0,기타관광지
92,태청계곡,전남 영광군,자연관광지
93,나눔로또판매점/세븐일레븐영광읍내점,전남 영광군 대하길2길 38-0,쇼핑
94,마라난타사,전남 영광군,역사관광
95,다송굴비모시송편,전남 영광군 법성포로3길 12-25,쇼핑
96,영광스포티움/실내보조체육관,전남 영광군 월현로 170-0,기타관광지
97,영광군수협선어위판장,전남 영광군 굴비로1길 112-0,쇼핑
98,영광굴비전시판매장,전남 영광군 연우로 47-7,쇼핑
99,백수해안공원,전남 영광군,문화관광
100,하나로마트/서영광농협군남지점,전남 영광군 천년로 856-0,쇼핑
