동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
0,4,,,미식,맛집_갈치,수리사(경기)
0,2,,,레포츠/운동,등산,수리사(경기)
0,2,,,자연경관,저수지,수리사(경기)
