연령대,남성방문 비율,여성방문 비율
70세 이상,3.2,1.9
60~69세,7.3,6.9
50~59세,9.4,8.2
40~49세,12.5,8.8
30~39세,7.8,7.8
20~29세,15.3,2.8
10~19세,3.3,2.4
