유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
대전광역시 서구 , 충청남도 금산군,15.9,1
대전광역시 동구 , 충청남도 금산군,15.4,1
대전광역시 중구 , 충청남도 금산군,14.9,1
대전광역시 유성구 , 충청남도 금산군,10.5,1
대전광역시 대덕구 , 충청남도 금산군,4.9,1
전라북도 완주군 , 충청남도 금산군,4.2,1
전라북도 무주군 , 충청남도 금산군,3.8,1
충청북도 옥천군 , 충청남도 금산군,3.4,1
충청북도 영동군 , 충청남도 금산군,3.1,1
세종특별자치시  , 충청남도 금산군,2.7,1
충청남도 논산시 , 충청남도 금산군,2.7,1
전라북도 진안군 , 충청남도 금산군,1.5,1
충청북도 청주시 서원구 , 충청남도 금산군,1.2,1
충청남도 공주시 , 충청남도 금산군,1.0,1
충청북도 청주시 흥덕구 , 충청남도 금산군,0.9,1
충청남도 천안시 동남구 , 충청남도 금산군,0.9,1
충청남도 계룡시 , 충청남도 금산군,0.9,1
충청남도 천안시 서북구 , 충청남도 금산군,0.6,1
전라북도 전주시 덕진구 , 충청남도 금산군,0.5,1
충청북도 보은군 , 충청남도 금산군,0.4,1
 충청남도 금산군,대전광역시 동구,13.6,2
 충청남도 금산군,대전광역시 중구,11.5,2
 충청남도 금산군,대전광역시 유성구,11.0,2
 충청남도 금산군,대전광역시 서구,9.5,2
 충청남도 금산군,전라북도 무주군,5.8,2
 충청남도 금산군,전라북도 완주군,4.2,2
 충청남도 금산군,충청북도 옥천군,3.4,2
 충청남도 금산군,충청북도 영동군,3.4,2
 충청남도 금산군,경상남도 통영시,3.2,2
 충청남도 금산군,대전광역시 대덕구,2.8,2
 충청남도 금산군,전라북도 진안군,2.7,2
 충청남도 금산군,경상남도 진주시,2.3,2
 충청남도 금산군,경상남도 거제시,2.3,2
 충청남도 금산군,세종특별자치시 ,1.9,2
 충청남도 금산군,충청남도 논산시,1.5,2
 충청남도 금산군,경상남도 사천시,1.1,2
 충청남도 금산군,충청남도 공주시,1.1,2
 충청남도 금산군,경상남도 남해군,1.0,2
 충청남도 금산군,경상남도 함양군,0.9,2
 충청남도 금산군,충청남도 계룡시,0.8,2
