순위,관광지명,주소,분류,외지인 검색 수
1,길상사,서울 성북구 선잠로5길 68-0,종교성지,31535
2,고려대아이스링크,서울 성북구 안암로 145-0,육상레저스포츠,29253
3,북한산국립공원,서울 성북구,자연공원,27621
4,정릉시장,서울 성북구 보국문로11길 18-2,시장,15811
5,개운사,서울 성북구 개운사길 73-0,종교성지,12015
6,삼청각,서울 성북구 대사관로 3-0,기타문화관광지,9763
7,동방고개,서울 성북구,자연경관(산),7975
8,CGV성신여대입구,서울 성북구 동소문로 106-0,공연시설,7503
9,아리랑힐호텔동대문,서울 성북구 아리랑로 8-0,호텔,6786
10,보문사,서울 성북구 보문사길 20-0,종교성지,6572
11,흥천사,서울 성북구 흥천사길 29-0,종교성지,5485
12,의릉,서울 성북구 화랑로32길 146-37,역사유적지,4400
13,정릉,서울 성북구 아리랑로19길 116-0,역사유적지,4358
14,간송미술관,서울 성북구 성북로 102-11,전시시설,4183
15,브라운도트호텔성신여대점,서울 성북구 동소문로23길 11-0,모텔,3908
16,에이치에비뉴성신여대점,서울 성북구 동소문로 130-0,호텔,3364
17,월곡인조잔디축구장,서울 성북구,레저스포츠시설,3150
18,길음시장,서울 성북구 동소문로 227-0,시장,3067
19,호텔디아티스트성신여대점,서울 성북구 동소문로 126-0,호텔,2948
20,석관시장,서울 성북구 돌곶이로22가길 27-0,시장,2848
21,호텔야자성신여대역점,서울 성북구 아리랑로2길 11-0,호텔,2771
22,봉국사,서울 성북구 정릉로 202-0,종교성지,2767
23,아리랑시네센터,서울 성북구 아리랑로 82-0,공연시설,2737
24,장위전통시장,서울 성북구 화랑로19가길 20-22,시장,2675
25,서경대풋살파크,서울 성북구 서경로 118-0,레저스포츠시설,2552
26,밤나무골시장,서울 성북구,시장,2524
27,리비에르호텔,서울 성북구 동소문로20나길 33-0,모텔,2458
28,한국가구박물관,서울 성북구 대사관로 121-0,전시시설,2243
29,우리옛돌박물관,서울 성북구 대사관로13길 66-0,전시시설,2194
30,DH네상스호텔,서울 성북구 동소문로20나길 39-0,호텔,1959
31,호텔피아노,서울 성북구 보문로 68-0,모텔,1958
32,돈암동아리랑고개,서울 성북구,자연경관(산),1835
33,더월호텔,서울 성북구 동소문로 109-14,모텔,1816
34,RG호텔,서울 성북구 고려대로7길 88-0,모텔,1747
35,고려시장,서울 성북구,시장,1603
36,돈암시장,서울 성북구 동소문로18길 18-0,시장,1593
37,경국사,서울 성북구 보국문로 113-10,종교성지,1506
38,아리랑골목시장,서울 성북구 아리랑로19길 10-0,시장,1360
39,호텔바로,서울 성북구 화랑로 73-0,모텔,1357
40,북한산국립공원정릉탐방안내소,서울 성북구 보국문로 215-0,기타관광,1338
41,꿈빛극장,서울 성북구 길음로7길 20-0,공연시설,1254
42,성북구립미술관,서울 성북구 성북로 134-0,전시시설,1221
43,서울성북미디어문화마루,서울 성북구 길음로7길 20-0,기타문화관광지,1179
44,호텔월드스테이,서울 성북구 동소문로18길 24-20,호텔,1177
45,약수암,서울 성북구 정릉로 45-15,종교성지,1106
46,보문시장,서울 성북구,시장,1016
47,미아리고개예술극장,서울 성북구 동소문로 177-0,공연시설,974
48,탑주심인당,서울 성북구 화랑로13길 17-0,종교성지,704
49,대한불교진각종,서울 성북구 화랑로13길 17-0,종교성지,688
50,돌곶이시장,서울 성북구 한천로73길 26-0,시장,633
51,정법사,서울 성북구 대사관로13길 44-0,종교성지,609
52,북한산국립공원정릉탐방지원센터,서울 성북구 보국문로 215-0,기타관광,581
53,공감엠아트센터,서울 성북구 보문로40길 11-0,공연시설,519
54,경륜경정성북지점,서울 성북구 동소문로 300-0,육상레저스포츠,517
55,여행자극장,서울 성북구 성북로5길 9-3,공연시설,516
