동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
65,1933,기타가족,이모님_손녀_가정,미식,맛집_술집_해장국
62,351,연인,애인_여자친구_커플,문화예술,노래방_갤러리_도서관
57,307,회사동료,동료_대리_임원,레포츠/운동,프리다이빙_수영장_캠핑
38,171,자녀,딸_학생_아들,휴식/힐링,피크닉_힐링_나들이
24,67,부모님,부모_엄빠_할머니,자연경관,공원_강변_정원
16,52,배우자,부인_와이프_신부,역사유적,한옥_사찰_무덤
9,16,학생,고딩_대학생_중딩,반려동물,반려견_반려동물_유기견
3,4,친구,룸메이트_친구,체험,시티투어
