유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
인천광역시 부평구 , 경기도 부천시,14.0,1
서울특별시 구로구 , 경기도 부천시,10.2,1
경기도 시흥시 , 경기도 부천시,9.4,1
서울특별시 강서구 , 경기도 부천시,7.1,1
서울특별시 양천구 , 경기도 부천시,6.8,1
인천광역시 남동구 , 경기도 부천시,5.5,1
인천광역시 계양구 , 경기도 부천시,5.0,1
경기도 광명시 , 경기도 부천시,4.1,1
인천광역시 서구 , 경기도 부천시,3.9,1
경기도 김포시 , 경기도 부천시,3.0,1
서울특별시 영등포구 , 경기도 부천시,2.6,1
인천광역시 미추홀구 , 경기도 부천시,2.0,1
인천광역시 연수구 , 경기도 부천시,2.0,1
서울특별시 금천구 , 경기도 부천시,1.4,1
경기도 고양시 덕양구 , 경기도 부천시,1.3,1
인천광역시 중구 , 경기도 부천시,1.2,1
서울특별시 마포구 , 경기도 부천시,1.1,1
서울특별시 강남구 , 경기도 부천시,0.9,1
경기도 화성시 , 경기도 부천시,0.9,1
경기도 안산시 단원구 , 경기도 부천시,0.9,1
 경기도 부천시,경기도 시흥시,10.1,2
 경기도 부천시,인천광역시 부평구,9.2,2
 경기도 부천시,서울특별시 강서구,6.2,2
 경기도 부천시,인천광역시 계양구,4.7,2
 경기도 부천시,인천광역시 남동구,4.7,2
 경기도 부천시,인천광역시 연수구,4.5,2
 경기도 부천시,경기도 김포시,4.5,2
 경기도 부천시,경기도 광명시,4.2,2
 경기도 부천시,인천광역시 중구,3.9,2
 경기도 부천시,인천광역시 서구,3.3,2
 경기도 부천시,서울특별시 영등포구,3.3,2
 경기도 부천시,서울특별시 양천구,3.0,2
 경기도 부천시,경기도 파주시,2.4,2
 경기도 부천시,경기도 고양시 덕양구,2.4,2
 경기도 부천시,서울특별시 구로구,2.4,2
 경기도 부천시,서울특별시 강남구,1.8,2
 경기도 부천시,서울특별시 마포구,1.8,2
 경기도 부천시,경기도 고양시 일산동구,1.5,2
 경기도 부천시,인천광역시 미추홀구,1.5,2
 경기도 부천시,서울특별시 중구,1.3,2
