기준연월,지역명,검색량(건)
202108,경기도 부천시 ,1248
202109,경기도 부천시 ,2460
202110,경기도 부천시 ,2299
202111,경기도 부천시 ,3881
202112,경기도 부천시 ,720
202201,경기도 부천시 ,645
202202,경기도 부천시 ,1129
202203,경기도 부천시 ,604
202204,경기도 부천시 ,461
202205,경기도 부천시 ,993
202206,경기도 부천시 ,4229
202207,경기도 부천시 ,1309
