순위,관광지명,주소,분류,합산 검색 수
1,웅진플레이도시,경기 부천시 조마루로 2-0,테마공원,65673
2,상동호수공원,경기 부천시 길주로 16-0,도시공원,52951
3,부천중앙공원,경기 부천시 소향로 162-0,도시공원,40239
4,스타필드시티부천,경기 부천시 옥길로 1-0,쇼핑몰,32503
5,고려호텔,경기 부천시 길주로 66-0,호텔,32101
6,한국만화박물관,경기 부천시 길주로 1-0,전시시설,31002
7,역곡역북부광장,경기 부천시,도시공원,24578
8,롯데시네마부천,경기 부천시 길주로 280-0,공연시설,23242
9,아인스월드,경기 부천시 도약로 1-0,테마공원,20672
10,상동시장,경기 부천시 장말로200번길 49-0,시장,17340
11,도당공원,경기 부천시 부천로354번길 100-0,도시공원,16825
12,강남종합시장,경기 부천시 옥산로150번길 5-0,시장,16694
13,남부수자원생태공원,경기 부천시 연동로 89-0,도시공원,16461
14,부천축산물공판장,경기 부천시 송내대로518번길 71-0,시장,16310
15,중동사랑시장,경기 부천시 장말로199번길 33-0,시장,16301
16,백만송이장미원,경기 부천시 성곡로63번길 99-0,도시공원,15998
17,플레이아쿠아리움부천,경기 부천시 조마루로 2-0,테마공원,15578
18,부천자유시장,경기 부천시 자유로 33-0,시장,13131
19,신흥시장,경기 부천시 평천로721번길 14-2,시장,12785
20,CGV역곡,경기 부천시 경인로 505-0,공연시설,12768
21,역곡상상시장,경기 부천시 부일로749번길 21-0,시장,12491
22,아기동물체험나눔농장,경기 부천시,기타관광,12140
23,CGV부천옥길,경기 부천시 옥길로 124-0,공연시설,11689
24,CGV부천역,경기 부천시 부일로 460-0,공연시설,11668
25,석왕사,경기 부천시 소사로 367-0,종교성지,11559
26,소사종합시장,경기 부천시 경인옛로22번길 28-0,시장,11282
27,부천자연생태공원,경기 부천시 길주로 660-0,테마공원,11178
28,부천로보파크,경기 부천시 평천로 655-0,전시시설,10730
29,CGV소풍,경기 부천시 송내대로 239-0,공연시설,9570
30,부천역마루광장,경기 부천시 부천로 지하 1-1,기타관광,9495
31,볼베어파크부천점,경기 부천시 조마루로 2-0,테마공원,8988
32,CGV부천,경기 부천시 길주로 172-0,공연시설,8861
33,원미산진달래축제,경기 부천시,기타문화관광지,8743
