순위,관광지명,주소,분류,외지인 검색 수
1,웅진플레이도시,경기 부천시 조마루로 2-0,테마공원,49891
2,상동호수공원,경기 부천시 길주로 16-0,도시공원,36908
3,부천중앙공원,경기 부천시 소향로 162-0,도시공원,24721
4,스타필드시티부천,경기 부천시 옥길로 1-0,쇼핑몰,24059
5,한국만화박물관,경기 부천시 길주로 1-0,전시시설,22855
6,고려호텔,경기 부천시 길주로 66-0,호텔,22344
7,역곡역북부광장,경기 부천시,도시공원,13889
8,플레이아쿠아리움부천,경기 부천시 조마루로 2-0,테마공원,13589
9,롯데시네마부천,경기 부천시 길주로 280-0,공연시설,13258
10,아인스월드,경기 부천시 도약로 1-0,테마공원,13101
11,백만송이장미원,경기 부천시 성곡로63번길 99-0,도시공원,12275
12,부천축산물공판장,경기 부천시 송내대로518번길 71-0,시장,10028
13,남부수자원생태공원,경기 부천시 연동로 89-0,도시공원,9886
14,부천자유시장,경기 부천시 자유로 33-0,시장,9402
15,아기동물체험나눔농장,경기 부천시,기타관광,9306
16,상동시장,경기 부천시 장말로200번길 49-0,시장,9090
17,도당공원,경기 부천시 부천로354번길 100-0,도시공원,8792
18,강남종합시장,경기 부천시 옥산로150번길 5-0,시장,8537
19,CGV부천옥길,경기 부천시 옥길로 124-0,공연시설,8438
20,부천자연생태공원,경기 부천시 길주로 660-0,테마공원,8364
21,중동사랑시장,경기 부천시 장말로199번길 33-0,시장,7875
22,볼베어파크부천점,경기 부천시 조마루로 2-0,테마공원,7685
23,CGV부천역,경기 부천시 부일로 460-0,공연시설,7533
24,부천로보파크,경기 부천시 평천로 655-0,전시시설,7406
25,역곡상상시장,경기 부천시 부일로749번길 21-0,시장,7386
26,CGV소풍,경기 부천시 송내대로 239-0,공연시설,7285
27,원미산진달래축제,경기 부천시,기타문화관광지,7195
28,석왕사,경기 부천시 소사로 367-0,종교성지,6875
29,신흥시장,경기 부천시 평천로721번길 14-2,시장,6669
30,CGV부천,경기 부천시 길주로 172-0,공연시설,6453
31,CGV역곡,경기 부천시 경인로 505-0,공연시설,6420
32,소사종합시장,경기 부천시 경인옛로22번길 28-0,시장,6410
33,부천역마루광장,경기 부천시 부천로 지하 1-1,기타관광,6106
34,고강제일시장,경기 부천시 고강로92번길 41-0,시장,5105
35,제니스관광호텔,경기 부천시 길주로77번길 19-24,호텔,5089
36,롯데시네마부천역,경기 부천시 부천로 11-0,공연시설,5088
37,부천호텔,경기 부천시 길주로 131-0,호텔,4864
38,부천자연생태박물관,경기 부천시 길주로 660-0,전시시설,4750
39,부천식물원,경기 부천시 길주로 660-0,테마공원,4540
40,원미종합시장,경기 부천시 조종로49번길 0-0,시장,4089
41,고리울동굴시장,경기 부천시 고리울로64번길 27-0,시장,4074
42,북부수자원생태공원,경기 부천시 벌말로 220-0,도시공원,4048
43,폴라리스호텔,경기 부천시 소향로13번길 27-0,호텔,3865
44,부천백만송이장미축제,경기 부천시 부천로354번길 100-0,기타문화관광지,3727
45,오정대공원,경기 부천시 상오정로 183-0,도시공원,3695
46,옥길인조잔디구장,경기 부천시,레저스포츠시설,3689
47,원종종합시장,경기 부천시 삼작로 400-0,시장,3454
48,소림사,경기 부천시 경인로216번길 106-0,종교성지,3424
