순위,업소명,주소,분류,외지인 검색 수
1,까치둥지,강원 원주시 치악로 1731-0,한식,21462
2,사니다카페,강원 원주시 칠봉로 109-128,카페/찻집,13622
3,박순례손말이고기산정집원주본점,강원 원주시 원일로 148-3,한식,13063
4,보릿고개본점 [한식],강원 원주시 혁신로 19-0,한식,11581
5,스타벅스원주명륜DT점,강원 원주시 남원로 588-0,카페/찻집,9893
6,라뜰리에김가원주점,강원 원주시 행구로 314-0,카페/찻집,9504
7,아웃백스테이크하우스원주점,강원 원주시 시청로 27-0,외국식,8104
8,한성본가,강원 원주시 월송석화로 600-0,한식,7332
9,스톤크릭,강원 원주시 지정로 1101-0,카페/찻집,7218
10,사진정원,강원 원주시 황골로 426-0,카페/찻집,7057
11,송암막국수,강원 원주시 월송석화로 518-0,한식,6626
12,쿠우쿠우원주점,강원 원주시 능라동길 59-0,외국식,6516
13,허니포레스트,강원 원주시 서곡길 255-0,카페/찻집,6258
14,신촌막국수,강원 원주시 치악로 1325-12,한식,5733
15,수가성순두부,강원 원주시 남원로612번길 1-0,한식,5665
16,강민주의들밥오크밸리월송점,강원 원주시 정골길 10-0,한식,5515
17,베이커리궁,강원 원주시 행구로 307-0,간이음식,5170
17,스타벅스원주반곡DT점,강원 원주시 동부순환로 37-0,카페/찻집,5170
19,맥도날드원주단계DT점,강원 원주시 서원대로 154-0,간이음식,5074
20,보릿고개원주시청점,강원 원주시 시청로 15-1,한식,5013
21,미가일식당,강원 원주시 북원로 2852-0,한식,4991
22,섬강막국수,강원 원주시 큰애니길 12-0,한식,4872
23,목향,강원 원주시 월송석화로 608-0,한식,4829
24,광릉불고기,강원 원주시 북원로 2577-0,한식,4565
25,봉화산설렁탕단계본점,강원 원주시 장미공원길 71-2,한식,4538
26,천마산막국수,강원 원주시 문막시장3길 60-0,한식,4357
27,향교막국수,강원 원주시 명륜로 10-0,한식,4277
28,스타벅스원주무실점,강원 원주시 능라동길 73-0,카페/찻집,4248
29,선비촌순두부,강원 원주시 궁말길 105-0,한식,4228
30,운채,강원 원주시 고문골길 47-0,한식,4184
31,로톤다,강원 원주시 조엄로 56-3,카페/찻집,4106
32,맥도날드원주단구DT점,강원 원주시 서원대로 426-0,간이음식,4102
33,횡성더덕밥김가[한식],강원 원주시 행구로 238-0,한식,3800
34,평창한우마을봉화산점,강원 원주시 서원대로86번길 32-2,한식,3714
35,카쿠레가[일식],강원 원주시 능라동길 48-1,외국식,3688
36,유알마인,강원 원주시 지정로 912-0,카페/찻집,3630
37,회산막국수,강원 원주시 원문로 336-0,한식,3501
38,예지현[중식],강원 원주시 남원로612번길 3-0,외국식,3273
39,쿠우쿠우원주혁신점,강원 원주시 황금로 34-0,외국식,3229
40,명봉산기사식당,강원 원주시 귀문로 1276-0,한식,3055
41,수피아카페,강원 원주시 황골로 219-17,카페/찻집,3007
42,스타벅스원주혁신도시점,강원 원주시 혁신로 61-0,카페/찻집,3004
43,문가소반,강원 원주시 월송석화로 522-0,한식,2950
44,월송커피,강원 원주시 월송석화로 428-17,카페/찻집,2853
45,소복소복[일식],강원 원주시 왕건로 163-0,외국식,2824
46,버거킹원주무실점,강원 원주시 능라동길 61-0,간이음식,2777
