기준연월,지역명,검색량(건)
202108,강원도 원주시 ,3165
202109,강원도 원주시 ,2448
202110,강원도 원주시 ,2575
202111,강원도 원주시 ,3428
202112,강원도 원주시 ,761
202201,강원도 원주시 ,714
202202,강원도 원주시 ,389
202203,강원도 원주시 ,433
202204,강원도 원주시 ,277
202205,강원도 원주시 ,569
202206,강원도 원주시 ,937
202207,강원도 원주시 ,743
