업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,2.6627771E8
쇼핑업,레저용품쇼핑,1.6055160271E10
쇼핑업,대형쇼핑몰,2.3792003695E10
숙박업,호텔,5.79844392E8
숙박업,콘도,1.475929543E9
숙박업,캠핑장/펜션,4.9801603E7
숙박업,기타숙박,4.542734128E9
식음료업,식음료,6.9285251648E10
여가서비스업,관광유원시설,3.5637123E8
여가서비스업,골프장,2.6414407437E10
여가서비스업,기타레저,9.77886378E8
여가서비스업,문화서비스,3.216887347E9
여가서비스업,스키장,2.0287075E8
여행업,여행업,1.743474E7
운송업,렌터카,6.8655824E7
운송업,육상운송,0.0
운송업,항공운송,550000.0
