기준연월,지역명,방문자 수
202108,경상북도 성주군 ,672610.0
202110,경상북도 성주군 ,602356.0
202109,경상북도 성주군 ,700549.0
202111,경상북도 성주군 ,557916.0
202112,경상북도 성주군 ,490599.0
202201,경상북도 성주군 ,530049.0
202202,경상북도 성주군 ,487368.0
202203,경상북도 성주군 ,530953.0
202204,경상북도 성주군 ,599870.0
202205,경상북도 성주군 ,651257.0
202206,경상북도 성주군 ,578892.0
202207,경상북도 성주군 ,737844.0
